contest,master_lookup,chp,candidate_map,write_ins,parser,date,idparser,number,path,break_on_overvote,place,office,break_on_repeated_undervotes
"2012 School Director, District 1 - Oakland Nov 2012",,,,,sfnoid,2012,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_School Director, District 1 - Oakland_Nov 2012.txt",True,Oakland,School Director District 1,False
"2012 School Director, District 5 - Oakland Nov 2012",,,,,sfnoid,2012,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_School Director, District 5 - Oakland_Nov 2012.txt",True,Oakland,School Director District 5,False
"2012 Member, City Council, District 4 - San Leandro Nov 2012",,,,,sfnoid,2012,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 4 - San Leandro_Nov 2012.txt",True,San Leandro,Member City Council District 4,False
"2012 Member, City Council, District 5 - Berkeley Nov 2012",,,,,sfnoid,2012,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2012/ballot_image_Member, City Council, District 5 - Berkeley_Nov 2012.txt",True,Berkeley,Member City Council District 5,False
"2014 Member, City Council, District 6 - Oakland Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 6 - Oakland_Nov 2014.txt",True,Oakland,Member City Council District 6,False
"2014 Member, City Council, District 7 - Berkeley Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 7 - Berkeley_Nov 2014.txt",True,Berkeley,Member City Council District 7,False
"2014 Member, City Council, District 8 - Berkeley Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 8 - Berkeley_Nov 2014.txt",True,Berkeley,Member City Council District 8,False
"2014 Member, City Council, District 1 - San Leandro Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 1 - San Leandro_Nov 2014.txt",True,San Leandro,Member City Council District 1,False
"2014 Member, City Council, District 2 - Oakland Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 2 - Oakland_Nov 2014.txt",True,Oakland,Member City Council District 2,False
2014 City Auditor - Oakland Nov 2014,,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_City Auditor - Oakland_Nov 2014.txt",True,Oakland,City Auditor,False
"2014 Member, City Council, District 4 - Oakland Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 4 - Oakland_Nov 2014.txt",True,Oakland,Member City Council District 4,False
2014 Mayor of San Leandro Nov 2014,,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Mayor of San Leandro_Nov 2014.txt",True,San Leandro,Mayor,False
2014 Mayor - Oakland Nov 2014,,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Mayor - Oakland_Nov 2014.txt",True,Oakland,Mayor,False
2014 City Auditor - Berkeley Nov 2014,,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_City Auditor - Berkeley_Nov 2014.txt",True,Berkeley,City Auditor,False
"2014 Member, City Council, District 5 - San Leandro Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 5 - San Leandro_Nov 2014.txt",True,San Leandro,Member City Council District 5,False
"2014 School Director, District 4 - Oakland Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_School Director, District 4 - Oakland_Nov 2014.txt",True,Oakland,School Director District 4,False
"2014 Member, City Council, District 1 - Berkeley Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 1 - Berkeley_Nov_2014.txt",True,Berkeley,Member City Council District 1,False
"2014 School Director, District 2 - Oakland Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_School Director, District 2 - Oakland_Nov 2014.txt",True,Oakland,School Director District 2,False
"2014 Member, City Council, District 3 - San Leandro Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_Member, City Council, District 3 - San Leandro_Nov 2014.txt",True,San Leandro,Member City Council District 3,False
"2014 School Director, District 6 - Oakland Nov 2014",,,,,sfnoid,2014,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2014/ballot_image_School Director, District 6 - Oakland_Nov 2014.txt",True,Oakland,School Director District 6,False
2016 BerkeleyCouncilD3,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/BerkeleyCouncilD3/ballot_image.txt",True,Berkeley,CouncilD3,False
2016 BerkeleyCouncilD2,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/BerkeleyCouncilD2/ballot_image.txt",True,Berkeley,CouncilD2,False
2016 BerkeleyCouncilD5,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/BerkeleyCouncilD5/ballot_image.txt",True,Berkeley,CouncilD5,False
2016 OaklandSchoolD1,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD1/ballot_image.txt",True,Oakland,SchoolD1,False
2016 OaklandCouncilD7,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD7/ballot_image.txt",True,Oakland,CouncilD7,False
2016 BerkeleyMayor,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/BerkeleyMayor/ballot_image.txt",True,Berkeley,Mayor,False
2016 OaklandCouncilD1,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD1/ballot_image.txt",True,Oakland,CouncilD1,False
2016 OaklandSchoolD7,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD7/ballot_image.txt",True,Oakland,SchoolD7,False
2016 SanLeandroCouncilD2,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/SanLeandroCouncilD2/ballot_image.txt",True,San Leandro,CouncilD2,False
2016 SanLeandroCouncilD4,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/SanLeandroCouncilD4/ballot_image.txt",True,San Leandro,CouncilD4,False
2016 BerkeleyCouncilD6,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/BerkeleyCouncilD6/ballot_image.txt",True,Berkeley,CouncilD6,False
2016 OaklandSchoolD5,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD5/ballot_image.txt",True,Oakland,SchoolD5,False
2016 OaklandCouncilD3,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD3/ballot_image.txt",True,Oakland,CouncilD3,False
2016 OaklandCouncilD5,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilD5/ballot_image.txt",True,Oakland,CouncilD5,False
2016 OaklandSchoolD3,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandSchoolD3/ballot_image.txt",True,Oakland,SchoolD3,False
2016 OaklandCouncilAtLrg,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandCouncilAtLrg/ballot_image.txt",True,Oakland,CouncilAtLrg,False
2016 OaklandAttorney,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/OaklandAttorney/ballot_image.txt",True,Oakland,Attorney,False
2016 SanLeandroCouncilD6,,,,,sfnoid,2016,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2016/SanLeandroCouncilD6/ballot_image.txt",True,San Leandro,CouncilD6,False
"2010 Member, City Council, District 4 - Oakland Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 4 - Oakland_Nov 2010.txt",True,Oakland,Member City Council District 4,False
"2010 Member, City Council, District 2 - Oakland Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 2 - Oakland_Nov 2010.txt",True,Oakland,Member City Council District 2,False
"2010 Member, City Council, District 1 - San Leandro Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 1 - San Leandro_Nov 2010.txt",True,San Leandro,Member City Council District 1,False
"2010 Member, City Council, District 8 - Berkeley Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 8 - Berkeley_Nov 2010.txt",True,Berkeley,Member City Council District 8,False
"2010 Member, City Council, District 7 - Berkeley Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 7 - Berkeley_Nov 2010.txt",True,Berkeley,Member City Council District 7,False
"2010 Member, City Council, District 6 - Oakland Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 6 - Oakland_Nov 2010.txt",True,Oakland,Member City Council District 6,False
"2010 Member, City Council, District 4 - Berkeley Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 4 - Berkeley_Nov 2010.txt",True,Berkeley,Member City Council District 4,False
2010 City Auditor - Oakland Nov 2010,,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_City Auditor - Oakland_Nov 2010.txt",True,Oakland,City Auditor,False
"2010 Member, City Council, District 5 - San Leandro Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 5 - San Leandro_Nov 2010.txt",True,San Leandro,Member City Council District 5,False
2010 Mayor of San Leandro Nov 2010,,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Mayor of San Leandro_Nov 2010.txt",True,San Leandro,Mayor,False
2010 City Auditor - Berkeley Nov 2010cam,,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_City Auditor - Berkeley_Nov 2010.txt",True,Berkeley,City Auditor,False
"2010 School Director, District 6 - Oakland Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_School Director, District 6 - Oakland_Nov 2010.txt",True,Oakland,School Director District 6,False
2010 Mayor of Oakland Nov 2010,,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Mayor of Oakland_Nov 2010.txt",True,Oakland,Mayor,False
"2010 Member, City Council, District 1 - Berkeley Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 1 - Berkeley_Nov 2010.txt",True,Berkeley,Member City Council District 1,False
"2010 School Director, District 4 - Oakland Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_School Director, District 4 - Oakland_Nov 2010.txt",True,Oakland,School Director District 4,False
"2010 School Director, District 2 - Oakland Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_School Director, District 2 - Oakland_Nov 2010.txt",True,Oakland,School Director District 2,False
"2010 Member, City Council, District 3 - San Leandro Nov 2010",,,,,sfnoid,2010,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2010/ballot_image_Member, City Council, District 3 - San Leandro_Nov 2010.txt",True,San Leandro,Member City Council District 3,False
2017 BerkCouncilD4,,,,,sfnoid,2017,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda (Oakland, San Leandro, Berkeley) 2017/BerkCouncilD4/ballot_image.txt",True,Berkeley,CouncilD4,False
Cambridge School Committee 2017,,Ballot_Images/Cambridge/2017/2017/School Committee/school 2017 FINAL Order Test.chp,,,prm,2017,,,Ballot_Images/Cambridge/2017/2017/School Committee/*.prm,False,Cambridge,School Committee,False
Cambridge City Council 2017,,Ballot_Images/Cambridge/2017/2017/City Council/council 2017 FINAL Order Test.chp,,,prm,2017,,,Ballot_Images/Cambridge/2017/2017/City Council/*.prm,False,Cambridge,City Council,False
Cambridge School Committee 2015,,Ballot_Images/Cambridge/2015/school2015/*.chp,,,prm,2015,,,Ballot_Images/Cambridge/2015/school2015/*.prm,False,Cambridge,School Committee,False
Cambridge City Council 2015,,Ballot_Images/Cambridge/2015/council2015/*.chp,,,prm,2015,,,Ballot_Images/Cambridge/2015/council2015/*.prm,False,Cambridge,City Council,False
Cambridge School Committee 2013,,Ballot_Images/Cambridge/2013/School/*/*.chp,,,prm,2013,,,Ballot_Images/Cambridge/2013/School/*/*.PRM,False,Cambridge,School Committee,False
Cambridge City Council 2013,,Ballot_Images/Cambridge/2013/Council/*/*.chp,,,prm,2013,,,Ballot_Images/Cambridge/2013/Council/*/*.PRM,False,Cambridge,City Council,False
Cambridge School Committee 2011,,Ballot_Images/Cambridge/2011/School/Final/School Final Piles Report.txt,,,prm,2011,,,Ballot_Images/Cambridge/2011/School/*/*.PRM,False,Cambridge,School Committee,False
Cambridge City Council 2011,,Ballot_Images/Cambridge/2011/Council/Final/Council Final Piles Report.txt,,,prm,2011,,,Ballot_Images/Cambridge/2011/Council/*/*.PRM,False,Cambridge,City Council,False
Cambridge City Council 2009,,Ballot_Images/Cambridge/2009/Council/Final/*.chp,,,prm,2009,,,Ballot_Images/Cambridge/2009/Council/*/*.PRM,False,Cambridge,City Council,False
Cambridge City Council 2007,,Ballot_Images/Cambridge/2007/Council/*/*.chp,,,prm,2007,,,Ballot_Images/Cambridge/2007/Council/*/*.[pP][rR][mM],False,Cambridge,City Council,False
Cambridge School Committee 2007,,Ballot_Images/Cambridge/2007/School/*/*.chp,,,prm,2007,,,Ballot_Images/Cambridge/2007/School/*/*.[pP][rR][mM],False,Cambridge,School Committee,False
Cambridge School Committee 2005,,Ballot_Images/Cambridge/2005/School/*/*.chp,,,prm,2005,,,Ballot_Images/Cambridge/2005/School/*/*.[pP][rR][mM],False,Cambridge,School Committee,False
Cambridge City Council 2005,,Ballot_Images/Cambridge/2005/Council/*/*.chp,,,prm,2005,,,Ballot_Images/Cambridge/2005/Council/*/*.[pP][rR][mM],False,Cambridge,City Council,False
Cambridge City Council 2003,,Ballot_Images/Cambridge/2003/Council/*/*.chp,,,prm,2003,,,Ballot_Images/Cambridge/2003/Council/*/*.[pPW][rRE][mMD],False,Cambridge,City Council,False
Cambridge School Committee 2003,,Ballot_Images/Cambridge/2003/School/school.chp,,,prm,2003,,,Ballot_Images/Cambridge/2003/School/*/*.[pPW][rRE][mMD],False,Cambridge,School Committee,False
Cambridge City Council 2001,,Ballot_Images/Cambridge/2001/Council - Wednesday/*.chp,,,prm,2001,,,Ballot_Images/Cambridge/2001/Council - Wednesday/*.PRM,False,Cambridge,City Council,False
Burlington Mayor 2006,,,,,burlington,2006,,,Ballot_Images/Burlington/Burlington Mayor 2006.txt,True,Burlington,Mayor,False
Burlington Mayor 2009,,Ballot_Images/Burlington/2009 Burlington Mayor/*.chp,,,prm,2009,,,Ballot_Images/Burlington/2009 Burlington Mayor/*.PRM,True,Burlington,Mayor,False
San Leandro Mayor 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroMayor2018ballot_image.txt",True,San Leandro,Mayor,False
San Leandro Council D5 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroCouncilD52018ballot_image.txt",True,San Leandro,Council D5,False
San Leandro Council D3 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroCouncilD32018ballot_image.txt",True,San Leandro,Council D3,False
San Leandro Council D1 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/SanLeandroCouncilD12018ballot_image.txt",True,San Leandro,Council D1,False
Oakland School D6 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandSchoolD62018ballot_image.txt",True,Oakland,School D6,False
Oakland School D4 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandSchoolD42018ballot_image.txt",True,Oakland,School D4,False
Oakland School D2 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandSchoolD22018ballot_image.txt",True,Oakland,School D2,False
Oakland Council D6 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCouncilD62018ballot_image.txt",True,Oakland,Council D6,False
Oakland Council D4 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCouncilD42018ballot_image.txt",True,Oakland,Council D4,False
Oakland Council D2 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCouncilD22018ballot_image.txt",True,Oakland,Council D2,False
Oakland Mayor 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandMayor2018ballot_image.txt",True,Oakland,Mayor,False
Oakland City Auditor 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/OaklandCityAuditor2018ballot_image.txt",True,Oakland,City Auditor,False
Berkeley Council D8 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/BerkeleyCouncilD82018ballot_image.txt",True,Berkeley,Council D8,False
Berkeley Council D7 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/BerkeleyCouncilD72018ballot_image.txt",True,Berkeley,Council D7,False
Berkeley Council D4 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/BerkeleyCouncilD42018ballot_image.txt",True,Berkeley,Council D4,False
Berkeley Council D1 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/BerkeleyCouncilD12018ballot_image.txt",True,Berkeley,Council D1,False
Berkeley City Auditor 2018,,,,,sfnoid,2018,,,"Ballot_Images/Alameda (Oakland, San Leandro, Berkeley)/Alameda2018/BerkeleyCityAuditor2018ballot_image.txt",True,Berkeley,City Auditor,False
San Francisco Mayor 2019,,,,,sf2019,2019,,,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,,San Francisco,Mayor,
"San Francisco Board of Supervisors, District 5 2019",,,,,sf2019,2019,,,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,,San Francisco,"Member, Board of Supervisors, District 5",
San Francisco City Attorney 2019,,,,,sf2019,2019,,,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,,San Francisco,City Attorney,
San Francisco District Attorney 2019,,,,,sf2019,2019,,,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,,San Francisco,District Attorney,
San Francisco Public Defender 2019,,,,,sf2019,2019,,,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,,San Francisco,Public Defender,
San Francisco Sheriff 2019,,,,,sf2019,2019,,,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,,San Francisco,Sheriff,
San Francisco Treasurer 2019,,,,,sf2019,2019,,,Ballot_Images/San Francisco/San Fran_Nov 2019/CVR_Export_20191125163446,,San Francisco,Treasurer,
Payson City Council 2019,,,,,utah,2019,,3,Ballot_Images/Payson/2019/Payson.csv,,Payson,City Council,True
Vineyard City Council 2019,,,,,utah,2019,,2,Ballot_Images/Vineyard/2019/Vineyard.csv,,Vineyard,City Council,True
Eastpointe City Council 2019,,,,,ep,2019,,,Ballot_Images/Eastpointe/Eastpointe CVR Cleaned.csv,,Eastpointe,City Council,True
