place,state,date,office,title_case_winner,number_of_candidates,number_of_rounds,final_round_vote,final_round_percent,first_round_vote,first_round_percent,first_round_place,number_of_first_round_valid_votes,number_of_final_round_active_votes,total,final_round_winner_votes_over_first_round_valid,final_round_inactive,winners_consensus_value,condorcet,total_fully_ranked,ranked_multiple,first_round_undervote,first_round_overvote,later_round_inactive_by_overvote,later_round_inactive_by_abstention,later_round_inactive_by_ranking_limit,includes_duplicates,includes_skipped,top2_winners_vote_increased,top2_winners_fraction,top2_majority,top2_winner_over_40,effective_ballot_length_str,undervote,total_overvote,total_exhausted_by_overvote,ranked2,ranked_winner,two_repeated,three_repeated,total_skipped,irregular,total_exhausted,total_exhausted_not_by_overvote,total_involuntarily_exhausted,minneapolis_undervote,minneapolis_total,total_voluntarily_exhausted,come_from_behind,number_of_rounds,finalists,winner,exhausted_by_undervote,naive_tally,candidates,count_duplicates,any_repeat,validly_ranked_winner,margin_when_2_left,margin_when_winner_has_majority,"precinct_estimate(black,precinct_percent_cvap,precinct_participation)","precinct_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(black,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(white,precinct_percent_cvap,precinct_participation)","precinct_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(white,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_cvap,precinct_participation)","precinct_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_sov,precinct_participation)","precinct_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_sov,precinct_overvotes)","precinct_estimate(asian,precinct_percent_cvap,precinct_participation)","precinct_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(asian,precinct_percent_sov,precinct_participation)","precinct_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_sov,precinct_overvotes)","precinct_estimate(other,precinct_percent_cvap,precinct_participation)","precinct_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(other,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(black,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(black,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(white,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(white,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_sov,precinct_participation)","ethnicity_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_sov,precinct_participation)","ethnicity_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(other,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(other,precinct_percent_cvap,precinct_overvotes)",cvap_totals,asian_ethnic_cvap_totals,black_ethnic_cvap_totals,latin_ethnic_cvap_totals,white_ethnic_cvap_totals
Minneapolis,MN,2017,Ward 12,Andrew Johnson,3,1,8875,0.8714650432050275,8875,0.8714650432050275,1,10184,10184,10704,0.8714650432050275,0,0.9417714061272584,True,2757,3945,520,0,0,0,0,357,9,True,0.882560879811469,True,True,0: 520; 1: 6239; 2: 1188; 3: 2757,520,14,0,1188,9591,150,207,9,378,520,520,0,520,10184,520,False,1,"('Andrew Johnson', 'Will Jaeger', 'Harrison Bullard', -3)",Andrew Johnson,0,"Counter({'Andrew Johnson': 8874, 'Will Jaeger': 957, -1: 522, 'Harrison Bullard': 316, -3: 35})","{'Will Jaeger', 'Andrew Johnson', 'Harrison Bullard'}","Counter({1: 9827, 0: 520, 3: 207, 2: 150})",357,9591,7881,7917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 13,Linea Palmisano,2,1,9411,0.8317277949624392,9411,0.8317277949624392,1,11315,11315,11742,0.8317277949624392,0,0.881661511268228,True,2739,2964,427,2,0,0,0,698,23,True,0.833141847105612,True,True,0: 427; 1: 8351; 2: 2723; 3: 241,427,19,0,2723,9976,340,358,23,731,427,427,0,427,11315,427,False,1,"('Linea Palmisano', 'Bob Reuer', -3)",Linea Palmisano,0,"Counter({'Linea Palmisano': 9404, 'Bob Reuer': 1832, -1: 436, -3: 68, -2: 2})","{'Linea Palmisano', 'Bob Reuer'}","Counter({1: 10617, 0: 427, 3: 358, 2: 340})",698,9976,7583,7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 2,Cam Gordon,1,1,5923,0.9725779967159277,5923,0.9725779967159277,1,6090,6090,7034,0.9725779967159277,0,0.9771756978653531,True,5951,156,943,1,0,0,0,1028,13,False,0.9725779967159277,True,True,0: 944; 1: 5934; 2: 156,943,3,1,156,5951,166,862,13,1041,944,943,0,944,6090,944,False,1,"('Cam Gordon', -3)",Cam Gordon,0,"Counter({'Cam Gordon': 5912, -1: 955, -3: 166, -2: 1})",{'Cam Gordon'},"Counter({1: 5062, 0: 944, 3: 862, 2: 166})",1028,5951,5756,5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 3,Steve Fletcher,4,4,4861,0.5584147041929926,2709,0.28242285237698084,2,9592,8705,9877,0.5067764804003336,887,0.7216430358632193,True,5198,7613,285,2,1,885,1,249,20,True,0.5067764804003336,True,True,0: 285; 1: 1979; 2: 2415; 3: 5198,285,15,1,2415,6922,128,121,20,282,1172,1171,1,285,9592,1171,True,4,"('Steve Fletcher', 'Ginger Jentzen')",Steve Fletcher,0,"Counter({'Ginger Jentzen': 3290, 'Steve Fletcher': 2705, 'Tim Bildsoe': 2550, 'Samantha Pree-Stinson': 1006, -1: 297, -3: 27, -2: 2})","{'Samantha Pree-Stinson', 'Steve Fletcher', 'Ginger Jentzen', 'Tim Bildsoe'}","Counter({1: 9343, 0: 285, 2: 128, 3: 121})",249,6922,1017,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 4,Phillipe M. Cunningham,4,4,2605,0.5173783515392254,2140,0.40661219836595097,2,5263,5035,5349,0.4949648489454684,228,0.6937108113243398,True,2545,3681,84,3,0,227,1,319,20,True,0.4949648489454684,False,True,0: 86; 1: 1582; 2: 1136; 3: 2545,84,7,2,1136,3651,133,186,20,341,314,312,1,86,5263,313,True,4,"('Phillipe M. Cunningham', 'Barbara A. ""Barb"" Johnson')",Phillipe M. Cunningham,0,"Counter({'Barbara A. ""Barb"" Johnson': 2254, 'Phillipe M. Cunningham': 2135, 'Stephanie Gasca': 632, 'Dana Hansen': 217, -1: 98, -3: 11, -2: 2})","{'Dana Hansen', 'Barbara A. ""Barb"" Johnson', 'Phillipe M. Cunningham', 'Stephanie Gasca'}","Counter({1: 4944, 3: 186, 2: 133, 0: 86})",319,3651,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 5,Jeremiah Ellison,4,4,2313,0.5666340029397354,1987,0.47129981024667933,1,4216,4082,4278,0.5486242884250474,134,0.7462049335863378,True,2268,3050,61,3,0,134,0,425,28,True,0.5486242884250474,True,True,0: 62; 1: 1166; 2: 782; 3: 2268,61,8,1,782,3146,146,279,28,456,196,195,0,62,4216,196,False,4,"('Jeremiah Ellison', 'Blong Yang')",Jeremiah Ellison,0,"Counter({'Jeremiah Ellison': 1981, 'Blong Yang': 1605, 'Raeisha (RA) Williams': 443, 'Cathy Spann': 156, -1: 82, -3: 8, -2: 3})","{'Blong Yang', 'Raeisha (RA) Williams', 'Cathy Spann', 'Jeremiah Ellison'}","Counter({1: 3791, 3: 279, 2: 146, 0: 62})",425,3146,544,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 6,Abdi Warsame,4,1,3629,0.5016588332872546,3629,0.5016588332872546,1,7234,7234,7397,0.5016588332872546,0,0.6794304672380426,True,894,2287,159,6,0,0,0,928,79,True,0.5070500414708322,True,True,0: 163; 1: 4947; 2: 1393; 3: 894,159,13,4,1393,4915,220,708,79,991,163,159,0,163,7234,163,False,1,"('Abdi Warsame', 'Mohamud Noor', 'Fadumo Yusuf', -3, 'Tiffini Forslund')",Abdi Warsame,0,"Counter({'Abdi Warsame': 3603, 'Mohamud Noor': 3370, -1: 204, 'Fadumo Yusuf': 182, -3: 26, 'Tiffini Forslund': 6, -2: 6})","{'Abdi Warsame', 'Fadumo Yusuf', 'Mohamud Noor', 'Tiffini Forslund'}","Counter({1: 6306, 3: 708, 2: 220, 0: 163})",928,4915,225,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 7,Lisa Goodman,4,1,4751,0.5226622662266227,4751,0.5226622662266227,1,9090,9090,9255,0.5226622662266227,0,0.7964796479647965,True,4067,6264,165,3,0,0,0,255,28,True,0.5831683168316831,True,True,0: 165; 1: 2826; 2: 2197; 3: 4067,165,14,0,2197,7240,117,138,28,291,165,165,0,165,9090,165,False,1,"('Lisa Goodman', 'Janne Flisrand', 'Teqen Zéa-Aida', 'Joe Kovacs', -3)",Lisa Goodman,0,"Counter({'Lisa Goodman': 4742, 'Janne Flisrand': 2832, 'Teqen Zéa-Aida': 888, 'Joe Kovacs': 599, -1: 178, -3: 13, -2: 3})","{'Teqen Zéa-Aida', 'Janne Flisrand', 'Joe Kovacs', 'Lisa Goodman'}","Counter({1: 8835, 0: 165, 3: 138, 2: 117})",255,7240,1920,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 8,Andrea Jenkins,4,1,5766,0.7300582425930615,5766,0.7300582425930615,1,7898,7898,8275,0.7300582425930615,0,0.8988351481387693,True,3418,5686,377,1,0,0,0,223,26,True,0.8103317295517852,True,True,0: 377; 1: 2212; 2: 2268; 3: 3418,377,9,0,2268,7099,124,99,26,253,377,377,0,377,7898,377,False,1,"('Andrea Jenkins', 'Terry White', 'April Kane', 'David Holsinger', -3)",Andrea Jenkins,0,"Counter({'Andrea Jenkins': 5762, 'Terry White': 1007, 'April Kane': 710, -1: 391, 'David Holsinger': 387, -3: 17, -2: 1})","{'Andrea Jenkins', 'David Holsinger', 'Terry White', 'April Kane'}","Counter({1: 7675, 0: 377, 2: 124, 3: 99})",223,7099,5186,4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,MN,2017,Ward 9,Alondra Cano,4,4,2982,0.6065907241659886,2623,0.47526725856133356,1,5519,4916,5650,0.5403152745062512,603,0.7265809023373799,True,2680,3951,131,3,0,600,3,322,20,True,0.5403152745062512,True,True,0: 131; 1: 1568; 2: 1271; 3: 2680,131,7,0,1271,4010,112,210,20,345,734,734,3,131,5519,731,False,4,"('Alondra Cano', 'Gary Schiff')",Alondra Cano,0,"Counter({'Alondra Cano': 2621, 'Gary Schiff': 1622, 'Mohamed Farah': 1075, 'Ronald W. Peterson': 166, -1: 142, -3: 21, -2: 3})","{'Ronald W. Peterson', 'Mohamed Farah', 'Gary Schiff', 'Alondra Cano'}","Counter({1: 5197, 3: 210, 0: 131, 2: 112})",322,4010,1048,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley,CA,2018,City Auditor,Jenny Wong,2,1,46337,0.9203893137352269,46337,0.9203893137352269,1,50345,50345,57217,0.9203893137352269,0,0.9701062667593604,True,17797,17797,6762,110,0,0,0,14657,715,False,0.9203893137352269,True,True,0: 6872; 1: 32548; 2: 17797,6762,177,110,17797,48870,4184,10473,715,15341,6872,6762,0,6872,50345,6872,False,1,"('JENNY WONG', 'VLADISLAV S. DAVIDZON')",JENNY WONG,0,"Counter({'JENNY WONG': 46196, -1: 6993, 'VLADISLAV S. DAVIDZON': 3919, -2: 109})","{'JENNY WONG', 'VLADISLAV S. DAVIDZON'}","Counter({1: 35728, 3: 10473, 0: 6832, 2: 4184})",14657,48840,42329,42329,0,0,0,0,0,0,0,0,0,3472.804592950977,3472.804592950977,11.951615148179963,0,0,0,4625.550591806473,4625.550591806473,15.788037127334793,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.4573236937526,3323.4573236937526,10.829383337875239,0.0,0.0,0.0,3277.574354519928,3277.574354519928,1.0381776454119524e-12,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2018,Council D1,Rashi Kesarwani,4,3,4120,0.5450456409577986,3500,0.4446138211382114,1,7872,7559,8466,0.5233739837398373,313,0.7404725609756098,True,4792,6537,568,26,2,311,0,894,45,True,0.5233739837398373,True,True,0: 594; 1: 1335; 2: 1745; 3: 4792,568,42,28,1745,5838,359,535,45,965,907,879,0,594,7872,907,False,3,"('RASHI KESARWANI', 'IGOR A. TREGUB')",RASHI KESARWANI,0,"Counter({'RASHI KESARWANI': 3491, 'IGOR A. TREGUB': 2803, 'MARGO SCHUELER': 1213, -1: 595, 'MARY BEHM-STEINBERG': 338, -2: 26})","{'IGOR A. TREGUB', 'RASHI KESARWANI', 'MARGO SCHUELER', 'MARY BEHM-STEINBERG'}","Counter({1: 6998, 0: 574, 3: 535, 2: 359})",894,5829,681,681,0,0,0,0,0,0,0,0,0,598.0415946732717,572.5796579734657,2.9763825106574355,0,0,0,732.4081387639643,703.7207485372684,3.9950107871767973,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.8232930341168,526.0667422257106,1.413440317215771e-15,0.0,0.0,0.0,759.5386010428906,787.6963043495298,29.430023856018032,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2018,Council D4,Kate Harrison,3,1,2892,0.5284122053718253,2892,0.5284122053718253,1,5473,5473,6037,0.5284122053718253,0,0.8406723917412754,True,2969,4224,547,17,0,0,0,592,40,True,0.5623972227297643,True,True,0: 564; 1: 1249; 2: 1255; 3: 2969,547,30,17,1255,4605,237,355,40,656,564,547,0,564,5473,564,False,1,"('KATE HARRISON', 'BEN GOULD', 'GREGORY MAGOFNA')",KATE HARRISON,0,"Counter({'KATE HARRISON': 2881, 'BEN GOULD': 1905, 'GREGORY MAGOFNA': 661, -1: 574, -2: 16})","{'GREGORY MAGOFNA', 'KATE HARRISON', 'BEN GOULD'}","Counter({1: 4892, 0: 553, 3: 355, 2: 237})",592,4601,745,978,0,0,0,0,0,0,0,0,0,430.6720995006919,430.6720995006919,2.3767463410624474,0,0,0,731.9605877850702,731.9605877850702,4.155896981340132,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.249295983308546,25.249295983308546,1.5537268657350911e-12,0.0,0.0,0.0,292.4807778358462,292.4807778358462,2.0019209546508615e-12,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2018,Council D7,Rigel Robinson,3,1,1587,0.5651709401709402,1587,0.5651709401709402,1,2808,2808,3206,0.5651709401709402,0,0.9141737891737892,True,1666,2283,389,9,0,0,0,211,28,True,0.6143162393162394,True,True,0: 398; 1: 525; 2: 617; 3: 1666,389,20,9,617,2569,87,124,28,255,398,389,0,398,2808,398,False,1,"('RIGEL ROBINSON', ""CECILIA ''CES'' ROSALES"", 'AIDAN HILL')",RIGEL ROBINSON,0,"Counter({'RIGEL ROBINSON': 1580, ""CECILIA ''CES'' ROSALES"": 964, -1: 402, 'AIDAN HILL': 251, -2: 9})","{""CECILIA ''CES'' ROSALES"", 'AIDAN HILL', 'RIGEL ROBINSON'}","Counter({1: 2603, 0: 392, 3: 124, 2: 87})",211,2567,672,620,0,0,0,0,0,0,0,0,0,404.06691715668603,404.06691715668603,2.9026863468014397,0,0,0,534.7889836818681,534.7889836818681,4.01997340200193,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.6948179403926,304.6948179403926,2.332890106138306,0.0,0.0,0.0,414.4250739816969,414.4250739816969,9.705101218421897,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2018,Council D8,Lori Droste,4,1,3677,0.5618029029793735,3677,0.5618029029793735,1,6545,6545,7119,0.5618029029793735,0,0.813903743315508,True,3476,5165,559,15,0,0,0,675,38,True,0.6177234530175707,True,True,0: 574; 1: 1380; 2: 1689; 3: 3476,559,41,15,1689,5332,274,401,38,748,574,559,0,574,6545,574,False,1,"('LORI DROSTE', 'MARY KAY LACEY', 'ALFRED TWU', 'RUSS TILLEMAN')",LORI DROSTE,0,"Counter({'LORI DROSTE': 3667, 'MARY KAY LACEY': 1986, 'ALFRED TWU': 690, -1: 583, 'RUSS TILLEMAN': 180, -2: 13})","{'RUSS TILLEMAN', 'ALFRED TWU', 'MARY KAY LACEY', 'LORI DROSTE'}","Counter({1: 5878, 0: 566, 3: 401, 2: 274})",675,5327,1697,1687,0,0,0,0,0,0,0,0,0,345.0545155934624,345.0545155934624,2.4569685054889665,0,0,0,616.0481291422975,616.0481291422975,4.537915815541131,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2237143003727874e-14,2.2237143003727874e-14,19.269084282988953,0.0,0.0,0.0,146.58951296678563,146.58951296678563,27.128443399752037,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2018,City Auditor,Courtney Ruby,2,1,87759,0.6534987452621546,87759,0.6534987452621546,1,134291,134291,164775,0.6534987452621546,0,0.8577045371618351,True,59634,59634,30218,266,0,0,0,47578,1911,False,0.6534987452621546,True,True,0: 30484; 1: 74657; 2: 59634,30218,438,266,59634,115260,20277,27301,1911,49402,30484,30218,0,30484,134291,30484,False,1,"('COURTNEY RUBY', 'BRENDA ROBERTS')",COURTNEY RUBY,0,"Counter({'COURTNEY RUBY': 87321, 'BRENDA ROBERTS': 46194, -1: 31002, -2: 258})","{'COURTNEY RUBY', 'BRENDA ROBERTS'}","Counter({1: 86815, 0: 30382, 3: 27301, 2: 20277})",47578,115182,41227,41227,0,0,0,0,0,0,0,0,0,14577.475451981161,14577.475451981161,60.61057897007092,0,0,0,12622.10322289035,12622.10322289035,42.14981248245587,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14593.881652054884,14593.881652054884,217.04214697563796,0.0,0.0,0.0,11696.85853135824,11696.85853135824,45.13029915450199,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2018,Council D2,Nikki Fortunato Bas,3,1,11310,0.5390334572490706,11310,0.5390334572490706,1,20982,20982,23677,0.5390334572490706,0,0.8098370031455533,True,8493,14075,2638,57,0,0,0,3586,173,True,0.5709179296539891,True,True,0: 2695; 1: 6907; 2: 5582; 3: 8493,2638,113,57,5582,17007,1240,2346,173,3823,2695,2638,0,2695,20982,2695,False,1,"('NIKKI FORTUNATO BAS', 'ABEL GUILLÉN', 'KENZIE DONTE SMITH')",NIKKI FORTUNATO BAS,0,"Counter({'NIKKI FORTUNATO BAS': 11273, 'ABEL GUILLÉN': 8291, -1: 2725, 'KENZIE DONTE SMITH': 1333, -2: 55})","{'KENZIE DONTE SMITH', 'ABEL GUILLÉN', 'NIKKI FORTUNATO BAS'}","Counter({1: 17421, 0: 2670, 3: 2346, 2: 1240})",3586,16992,3351,2987,0,0,0,0,0,0,0,0,0,1858.2611134832682,1858.2611134832682,11.689963868018065,0,0,0,3434.797943944591,3434.797943944591,24.496577009969958,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.5586103774722,1642.5586103774722,88.39347882413105,0.0,0.0,0.0,3071.6634869111035,3071.6634869111035,64.65549069461582,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2018,Council D4,Sheng Thao,7,6,11736,0.540929203539823,8750,0.3469606249256513,1,25219,21696,28244,0.4653634164717078,3523,0.6332130536500258,True,16182,20082,2927,98,23,2550,950,3348,127,True,0.4653634164717078,False,True,0: 3025; 1: 5137; 2: 3900; 3: 16182,2927,191,121,3900,15988,1166,2182,127,3631,6548,6427,950,3025,25219,5598,False,6,"('SHENG THAO', 'PAM HARRIS')",SHENG THAO,0,"Counter({'SHENG THAO': 8739, 'PAM HARRIS': 6799, 'NAYELI MAXSON': 4077, -1: 2994, 'CHARLIE MICHELSON': 2778, 'MATT HUMMEL': 1133, 'JOSEPH E. SIMMONS': 932, 'JOSEPH TANIOS': 694, -2: 98})","{'CHARLIE MICHELSON', 'SHENG THAO', 'JOSEPH E. SIMMONS', 'NAYELI MAXSON', 'PAM HARRIS', 'JOSEPH TANIOS', 'MATT HUMMEL'}","Counter({1: 21926, 0: 2970, 3: 2182, 2: 1166})",3348,15969,1776,1776,0,0,0,0,0,0,0,0,0,2093.748774469334,1827.2305671731,17.408344982232006,0,0,0,2437.469158936417,2109.3576323264147,18.640871578768657,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.1503285191213,2308.020130695879,59.37702013304008,0.0,0.0,0.0,2218.8075736174737,2733.57902510712,59.18488685863425,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2018,Council D6,Loren Taylor,5,4,9858,0.6425917476044586,7158,0.4011207621182404,1,17845,15341,19547,0.5524236480806949,2504,0.6493695713084898,True,11567,13842,1566,136,30,1436,1038,3790,137,True,0.5524236480806949,True,True,0: 1702; 1: 4003; 2: 2275; 3: 11567,1566,236,166,2275,11614,1154,2636,137,4111,4206,4040,1038,1702,17845,3168,False,4,"('LOREN TAYLOR', 'DESLEY BROOKS')",LOREN TAYLOR,0,"Counter({'LOREN TAYLOR': 7144, 'DESLEY BROOKS': 4412, 'MYA WHITAKER': 2489, 'NATASHA MIDDLETON': 2157, -1: 1630, 'MARLO RODRIGUEZ': 1583, -2: 132})","{'MARLO RODRIGUEZ', 'LOREN TAYLOR', 'NATASHA MIDDLETON', 'DESLEY BROOKS', 'MYA WHITAKER'}","Counter({1: 14108, 3: 2636, 0: 1649, 2: 1154})",3790,11588,4375,4375,0,0,0,0,0,0,0,0,0,2423.040981170689,2069.785969209403,36.72864324394286,0,0,0,1105.6522287275452,957.6090198225194,13.819148006854604,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067.331864175319,1518.762995899293,135.9116653109236,0.0,0.0,0.0,1127.8779250740242,1210.2410969786433,2.824717418341236e-13,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2018,Mayor,Libby Schaaf,10,1,84502,0.5327390334010011,84502,0.5327390334010011,1,158618,158618,164775,0.5327390334010011,0,0.7043904222723777,True,89688,114902,4935,1222,0,0,0,27502,1046,True,0.5889054205701749,True,True,0: 6157; 1: 43716; 2: 25214; 3: 89688,4935,1937,1222,25214,111965,8233,19269,1046,30077,6157,4935,0,6157,158618,6157,False,1,"('LIBBY SCHAAF', 'CAT BROOKS', 'PAMELA PRICE', 'SAIED KARAMOOZ', 'KEN HOUSTON', 'MARCHON TATMON', 'NANCY SIDEBOTHAM', 'PETER YUAN LIU', 'CEDRIC A. TROUPE', 'JESSE A.J. SMITH')",LIBBY SCHAAF,0,"Counter({'LIBBY SCHAAF': 84314, 'CAT BROOKS': 40688, 'PAMELA PRICE': 20685, -1: 5472, 'SAIED KARAMOOZ': 2981, 'KEN HOUSTON': 2616, 'MARCHON TATMON': 2087, 'NANCY SIDEBOTHAM': 1733, -2: 1197, 'PETER YUAN LIU': 1156, 'CEDRIC A. TROUPE': 1116, 'JESSE A.J. SMITH': 730})","{'SAIED KARAMOOZ', 'NANCY SIDEBOTHAM', 'JESSE A.J. SMITH', 'LIBBY SCHAAF', 'PAMELA PRICE', 'PETER YUAN LIU', 'CAT BROOKS', 'MARCHON TATMON', 'CEDRIC A. TROUPE', 'KEN HOUSTON'}","Counter({1: 131705, 3: 19269, 2: 8233, 0: 5568})",27502,111729,39689,43742,0,0,0,0,0,0,0,0,0,17175.686737989025,17175.686737989025,265.26095043888796,0,0,0,14936.243284202057,14936.243284202057,190.1908032866027,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16782.003822573766,16782.003822573766,989.7257738235369,0.0,0.0,0.0,14087.78662989114,14087.78662989114,230.9229015237084,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2018,School D2,Aimee Eng,1,1,16607,1.0,16607,1.0,1,16607,16607,23677,1.0,0,1.0,True,16607,0,7045,25,0,0,0,5309,333,False,1.0,True,True,0: 7070; 1: 16607,7045,28,25,0,16614,404,4905,333,5511,7070,7045,0,7070,16607,7070,False,1,"('AIMEE ENG',)",AIMEE ENG,0,"Counter({'AIMEE ENG': 16402, -1: 7252, -2: 23})",{'AIMEE ENG'},"Counter({1: 11305, 0: 7063, 3: 4905, 2: 404})",5309,16607,16607,16607,0,0,0,0,0,0,0,0,0,1482.2131605351574,1482.2131605351574,3.648203059086162,0,0,0,2736.714783978231,2736.714783978231,7.024778419104204,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.1588745023362,1723.1588745023362,31.660264491735305,0.0,0.0,0.0,2665.9890341659047,2665.9890341659047,24.13297367236664,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2018,School D4,Gary D. Yee,2,1,14534,0.5899017777416998,14534,0.5899017777416998,1,24638,24638,28244,0.5899017777416998,0,0.746895040181833,True,10168,10168,3559,47,0,0,0,7764,322,False,0.5899017777416998,True,True,0: 3606; 1: 14470; 2: 10168,3559,80,47,10168,18415,2920,4844,322,8062,3606,3559,0,3606,24638,3606,False,1,"('GARY D. YEE', 'CLARISSA DOUTHERD')",GARY D. YEE,0,"Counter({'GARY D. YEE': 14477, 'CLARISSA DOUTHERD': 10038, -1: 3685, -2: 44})","{'CLARISSA DOUTHERD', 'GARY D. YEE'}","Counter({1: 16900, 3: 4844, 0: 3580, 2: 2920})",7764,18402,4430,4430,0,0,0,0,0,0,0,0,0,2052.03333370412,2052.03333370412,7.792393335345065,0,0,0,2384.658085526009,2384.658085526009,7.9521909939485305,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.4511925113072,1937.4511925113072,40.20744656931105,0.0,0.0,0.0,2402.712430845125,2402.712430845125,42.267373715621694,0.0,0.0,0.0,0,0,0,0,0
