record #,timestamp,county code,zip,Registered,Primary,Ballot,Biden defeats Trump,Bloomberg defeats Trump,Buttigieg defeats Trump,Gabbard defeats Trump,Klobuchar defeats Trump,Sanders defeats Trump,Steyer defeats Trump,Warren defeats Trump,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,Ranked choice voting,LDPV,Gender,Age ,<50 / 50+,Race ,Party Affiliation,Ideology,2016 vote,Education,Income,Martial status,Child < 18,Religion,Evangelical,Union HH,Military HH,LGBTQ HH,Urbanicity,Region,weight
131110XXXX,2/26/2020 11:29,6019,93607,1,6,2,0,80,0,0,0,100,50,60,6,2,8,3,5,4,1,2,1,2,29,1,2,2,3,2,2,2,1,1,1,2,2,1,2,1,4,0.341467109
172710XXXX,2/26/2020 11:33,6019,93720,1,7,2,100,50,80,20,30,50,30,50,1,3,2,6,8,7,5,2,1,2,27,1,3,2,4,2,2,2,2,1,2,2,2,1,2,1,4,1.100950863
211610XXXX,2/26/2020 12:40,6019,93702,2,,,,,,,,,,,,,,,,,,,2,2,52,2,3,3,4,1,1,1,2,2,1,1,2,1,2,1,4,0.948053008
402100XXXX,2/25/2020 22:15,6019,93727,1,5,1,10,45,1,1,1,40,1,1,,,,,,,,,2,1,65,2,4,2,2,2,3,2,2,2,3,2,2,2,2,1,4,0.472247226
206110XXXX,2/26/2020 11:38,6019,93722,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,50,2,3,1,1,1,2,3,3,1,2,2,2,2,2,1,4,0.927641389
811000XXXX,2/25/2020 22:08,6021,95963,1,7,3,0,25,50,0,0,0,0,0,,,,,,,,,2,1,66,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,4,0.598775594
124100XXXX,2/25/2020 22:11,6023,95521,2,,,,,,,,,,,,,,,,,,,2,1,35,1,3,2,4,3,2,1,1,2,4,2,2,2,2,3,4,0.899656096
281100XXXX,2/25/2020 22:14,6023,95519,1,6,1,10,0,0,0,0,50,0,0,,,,,,,,,2,1,63,2,3,1,3,1,1,1,2,2,1,1,2,2,2,2,4,0.927641389
456100XXXX,2/26/2020 11:35,6025,92231,1,7,2,100,30,20,10,20,80,50,60,1,6,8,7,2,5,4,5,1,1,29,1,1,2,3,2,1,1,1,2,2,3,2,2,2,3,4,0.933212855
222210XXXX,2/26/2020 13:44,6029,93307,1,8,,,,,,,,,,,,,,,,,,2,1,29,1,1,2,6,2,2,1,2,2,2,1,2,2,1,3,4,0.933212855
671000XXXX,2/25/2020 22:31,6029,93308,2,,,,,,,,,,,,,,,,,,,2,1,42,1,1,1,3,5,1,1,2,1,1,1,2,2,2,2,4,1.384077398
115210XXXX,2/25/2020 22:20,6029,93312,3,,,,,,,,,,,,,,,,,,,2,2,37,1,3,3,4,4,2,3,3,1,3,3,2,2,1,2,4,0.804052797
183110XXXX,2/26/2020 11:32,6029,93309,1,6,1,25,5,5,5,35,20,20,30,,,,,,,,,2,2,38,1,3,3,3,1,2,2,1,2,3,1,2,2,2,1,4,0.804052797
357100XXXX,2/25/2020 22:15,6029,93304,1,6,2,50,40,50,50,50,50,40,50,3,6,1,2,5,4,7,2,1,1,25,1,4,2,3,2,3,3,1,2,3,2,2,2,1,2,4,1.069863145
155510XXXX,2/26/2020 11:31,6029,93313,1,4,,60,30,40,50,60,80,40,50,,,,,,,,,2,1,41,1,3,3,3,3,1,2,2,2,4,2,2,2,2,1,4,0.899656096
168100XXXX,2/25/2020 22:12,6031,93212,1,3,,30,0,20,0,0,50,50,10,,,,,,,,,2,2,54,2,1,2,6,4,1,2,3,2,4,2,2,2,2,3,4,2.044088738
704100XXXX,2/25/2020 22:17,6031,93212,1,5,1,1,5,2,1,2,4,1,1,,,,,,,,,2,1,45,1,1,1,1,4,2,2,2,1,4,1,2,2,2,3,4,1.384077398
661000XXXX,2/25/2020 22:07,6037,90040,1,7,2,40,20,40,0,30,100,20,40,6,8,3,1,5,7,9,5,1,2,48,1,1,2,5,2,1,3,2,1,4,2,2,2,2,1,4,1.531124109
143100XXXX,2/25/2020 22:12,6037,91210,1,1,,10,100,7,4,6,8,7,9,,,,,,,,,2,2,19,1,1,4,6,5,3,3,1,2,4,3,2,2,1,2,4,0.979239385
358100XXXX,2/25/2020 22:15,6037,90210,2,,,,,,,,,,,,,,,,,,,2,2,18,1,1,3,3,5,3,3,3,1,3,3,2,1,1,1,4,0.979239385
406100XXXX,2/25/2020 22:15,6037,90016,2,,,,,,,,,,,,,,,,,,,2,2,25,1,1,2,2,4,2,3,2,1,2,2,2,1,1,1,4,0.979239385
544100XXXX,2/25/2020 22:18,6037,90210,2,,,,,,,,,,,,,,,,,,,2,2,18,1,1,2,4,4,2,1,1,2,2,3,2,2,1,1,4,0.979239385
796100XXXX,2/25/2020 22:19,6037,90028,1,6,2,90,75,60,10,20,60,70,50,6,1,2,7,3,8,5,2,1,2,36,1,1,2,3,2,1,1,1,2,2,2,2,2,2,1,4,1.531124109
977100XXXX,2/25/2020 22:21,6037,90031,1,6,2,5,70,0,0,0,25,0,0,2,6,7,1,8,3,5,1,1,2,50,2,1,2,3,2,2,1,2,1,2,2,2,2,1,2,4,2.044088738
170110XXXX,2/26/2020 11:32,6037,90804,1,4,,75,74,75,75,75,75,75,75,,,,,,,,,2,2,40,1,1,3,6,2,3,3,2,1,4,2,1,1,2,2,4,1.531124109
173610XXXX,2/26/2020 11:32,6037,90032,1,6,2,0,0,0,100,0,0,0,0,6,3,9,,,,,2,1,2,22,1,1,2,4,2,1,1,2,1,4,1,2,2,2,1,4,0.979239385
211210XXXX,2/26/2020 12:40,6037,91342,1,6,2,25,15,15,5,5,10,15,10,1,6,9,,,,,5,1,2,45,1,1,2,2,2,1,1,3,1,2,2,2,2,2,2,4,1.531124109
515100XXXX,2/25/2020 22:16,6037,91745,1,3,,7,3,4,3,5,3,2,2,,,,,,,,,2,1,22,1,1,3,4,1,2,1,1,2,3,1,2,1,1,2,4,0.933212855
701100XXXX,2/25/2020 22:17,6037,90023,1,4,,12,34,86,55,70,87,60,65,,,,,,,,,2,1,22,1,1,1,3,4,1,1,1,2,4,3,2,2,2,1,4,0.933212855
754100XXXX,2/25/2020 22:19,6037,90210,1,6,1,50,25,18,12,1,59,47,2,,,,,,,,,2,1,21,1,1,1,1,1,3,2,1,2,4,1,1,2,2,1,4,0.933212855
917100XXXX,2/25/2020 22:22,6037,91722,1,5,2,65,25,10,5,15,55,20,15,1,6,2,3,8,5,7,2,1,1,52,2,1,2,3,4,2,3,1,2,1,2,2,2,1,2,4,0.719340883
124810XXXX,2/25/2020 22:19,6037,90011,1,4,,0,50,0,10,0,10,60,0,,,,,,,,,2,1,30,1,1,2,4,4,3,2,1,2,3,2,1,2,2,2,4,0.933212855
160010XXXX,2/26/2020 11:31,6037,90035,1,6,2,40,35,40,0,0,35,15,0,3,2,1,7,9,,,1,1,1,21,1,1,2,3,4,2,2,1,2,4,2,2,2,2,2,4,0.933212855
173310XXXX,2/26/2020 11:33,6037,91331,1,6,2,75,50,100,0,75,100,80,100,6,3,8,7,1,5,9,1,1,1,42,1,1,2,5,2,1,3,2,1,2,2,1,2,2,2,4,1.384077398
206910XXXX,2/26/2020 11:46,6037,90803,1,6,2,70,70,70,60,70,70,70,70,9,,,,,,,,1,1,50,2,1,2,4,2,3,2,1,2,2,2,2,2,1,1,4,0.719340883
222310XXXX,2/26/2020 13:45,6037,90001,1,4,,0,30,0,0,0,70,0,0,,,,,,,,,2,1,26,1,1,3,3,1,2,1,1,2,2,2,2,2,2,1,4,0.933212855
222910XXXX,2/26/2020 13:49,6037,90278,1,6,2,60,60,55,25,60,65,5,60,9,,,,,,,,1,1,57,2,1,3,3,2,3,3,2,2,2,2,2,2,2,2,4,0.719340883
183100XXXX,2/25/2020 22:49,6037,90057,1,6,1,20,10,15,0,0,30,20,5,,,,,,,,,2,1,20,1,1,1,2,4,1,2,1,2,2,2,2,2,2,1,4,0.933212855
187100XXXX,2/25/2020 22:49,6037,90606,1,6,1,40,70,40,10,20,60,50,20,,,,,,,,,2,1,58,2,1,1,3,1,2,2,2,2,2,2,2,2,2,1,4,0.719340883
359100XXXX,2/25/2020 23:22,6037,90023,1,6,2,75,65,60,55,55,75,70,60,1,6,2,7,8,3,5,2,1,1,51,2,1,2,4,2,1,1,2,2,2,2,1,2,2,1,4,0.719340883
423100XXXX,2/26/2020 3:25,6037,90013,1,3,,50,100,50,50,50,50,50,50,,,,,,,,,2,1,58,2,1,2,3,2,1,3,1,2,3,2,2,1,2,2,4,0.719340883
371000XXXX,2/25/2020 22:06,6037,90042,1,6,1,10,10,10,10,10,10,10,10,,,,,,,,,2,2,42,1,3,1,2,1,3,2,1,1,2,1,2,2,2,1,4,0.804052797
172100XXXX,2/25/2020 22:12,6037,90001,1,6,2,0,0,0,0,0,100,0,0,6,9,,,,,,4,1,2,30,1,4,2,4,2,3,2,2,1,4,2,2,1,1,2,4,1.414341656
214100XXXX,2/25/2020 22:14,6037,90250,1,6,2,0,0,0,0,0,100,0,0,8,6,9,,,,,1,1,2,47,1,3,4,3,2,3,3,3,1,3,2,1,2,2,2,4,0.804052797
282100XXXX,2/25/2020 22:14,6037,90048,1,4,,10,20,10,10,10,10,10,10,,,,,,,,,2,2,34,1,3,2,4,2,2,2,1,1,3,1,2,2,2,2,4,1.100950863
416100XXXX,2/25/2020 22:15,6037,90265,1,3,,34,10,5,32,25,50,16,52,,,,,,,,,2,2,20,1,2,3,3,2,1,1,1,1,4,2,2,2,2,1,4,0.341467109
446100XXXX,2/25/2020 22:16,6037,90034,1,6,2,20,10,10,0,10,35,5,10,6,1,3,2,8,7,5,2,1,2,50,2,3,2,4,2,3,3,2,1,3,2,2,2,2,1,4,0.948053008
483100XXXX,2/25/2020 22:16,6037,90805,1,4,,50,50,50,50,50,50,50,50,,,,,,,,,2,2,43,1,4,2,4,2,2,2,1,2,4,2,2,2,1,1,4,1.338659391
681100XXXX,2/25/2020 22:17,6037,91723,1,1,,100,100,50,50,50,100,50,100,,,,,,,,,2,2,21,1,4,3,3,4,2,1,1,2,4,2,2,2,2,2,4,1.414341656
689100XXXX,2/25/2020 22:17,6037,90036,1,6,2,15,90,5,5,5,95,20,10,2,6,8,7,1,3,4,3,1,2,35,1,2,2,5,2,3,2,1,2,1,2,2,2,2,2,4,1.068394064
125010XXXX,2/25/2020 22:43,6037,91607,2,,,,,,,,,,,,,,,,,,,2,2,55,2,3,1,1,4,2,1,3,2,3,2,2,2,2,2,4,0.948053008
127310XXXX,2/26/2020 11:29,6037,90731,2,,,,,,,,,,,,,,,,,,,2,2,29,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,4,0.341467109
137610XXXX,2/26/2020 11:30,6037,90020,3,,,,,,,,,,,,,,,,,,,2,2,50,2,4,4,6,4,2,1,1,2,4,3,2,2,2,1,4,2.869747261
143910XXXX,2/26/2020 11:30,6037,90025,1,4,,30,50,50,60,50,50,50,49,,,,,,,,,2,2,23,1,4,1,4,2,3,3,1,2,4,3,2,2,2,1,4,1.414341656
183610XXXX,2/26/2020 11:34,6037,91401,1,5,2,55,35,25,25,30,65,40,45,8,6,3,7,1,5,4,2,1,2,71,2,3,3,5,3,3,3,2,2,4,2,2,2,2,2,4,0.71232693
186610XXXX,2/26/2020 11:32,6037,91016,1,2,,90,80,90,80,80,80,80,80,,,,,,,,,2,2,45,1,4,2,4,2,3,1,1,1,4,2,2,2,2,1,4,1.338659391
189110XXXX,2/26/2020 11:32,6037,90274,1,7,2,40,60,60,0,40,60,20,40,3,8,2,5,6,1,7,2,1,2,59,2,3,2,5,2,3,3,2,2,3,2,2,2,1,2,4,0.948053008
189510XXXX,2/26/2020 11:32,6037,90028,1,4,,50,10,40,1,1,30,15,5,,,,,,,,,2,2,34,1,4,2,4,2,3,3,1,2,2,2,2,2,2,2,4,1.414341656
204410XXXX,2/26/2020 11:32,6037,90810,2,,,,,,,,,,,,,,,,,,,2,2,38,1,4,4,3,4,2,2,2,2,4,2,2,2,2,1,4,1.338659391
208610XXXX,2/26/2020 12:40,6037,91335,1,4,,20,15,10,0,10,50,0,5,,,,,,,,,2,2,46,1,3,2,4,2,3,2,3,2,3,1,2,2,2,1,4,0.804052797
215810XXXX,2/26/2020 12:41,6037,91331,1,6,2,25,10,20,0,0,30,0,30,8,9,,,,,,5,1,2,65,2,3,2,4,4,2,1,1,2,3,2,2,1,2,2,4,0.71232693
216310XXXX,2/26/2020 12:41,6037,93534,1,6,3,0,0,0,0,0,0,0,0,,,,,,,,,2,2,56,2,3,3,3,1,1,1,3,2,2,2,2,2,2,2,4,0.948053008
481000XXXX,2/25/2020 22:07,6037,91107,1,6,2,60,75,75,0,60,50,50,40,3,2,1,5,6,8,7,1,1,1,51,2,3,3,3,2,3,3,2,1,4,2,2,2,1,2,4,0.927641389
529100XXXX,2/25/2020 22:19,6037,91711,1,5,2,70,50,40,0,50,80,0,60,6,8,5,7,3,1,2,5,1,1,37,1,4,2,4,1,3,2,1,2,4,2,2,2,2,2,4,1.183745618
598100XXXX,2/25/2020 22:18,6037,91789,1,6,2,50,50,50,50,40,50,30,50,6,2,3,1,4,8,5,3,1,1,43,1,4,1,2,2,3,2,1,2,2,2,2,2,2,2,4,1.183745618
792100XXXX,2/25/2020 22:19,6037,90806,1,7,3,49,1,20,1,5,69,4,51,,,,,,,,,2,1,25,1,2,3,3,3,1,1,1,2,4,2,2,2,2,1,4,0.913640841
840100XXXX,2/25/2020 22:20,6037,90254,1,3,,20,50,10,3,10,30,15,20,,,,,,,,,2,1,20,1,3,2,3,4,1,3,1,2,3,2,2,2,2,2,4,1.148495507
879100XXXX,2/25/2020 22:17,6037,90045,1,6,2,20,15,10,15,5,10,20,5,2,3,7,6,8,1,4,2,1,1,27,1,3,2,3,2,1,2,2,1,2,1,2,2,2,1,4,1.148495507
924100XXXX,2/25/2020 22:22,6037,90078,1,6,2,50,50,50,50,100,50,50,50,2,6,7,1,3,9,,1,1,1,34,1,3,2,2,1,2,1,1,2,4,2,2,2,2,2,4,1.148495507
960100XXXX,2/25/2020 22:21,6037,91606,1,7,2,50,50,5,0,0,75,10,0,2,6,1,7,3,8,4,2,1,1,49,1,3,2,4,2,3,3,2,1,3,2,2,2,2,2,4,0.899656096
103410XXXX,2/25/2020 22:20,6037,90254,1,5,1,20,30,20,10,20,20,30,30,,,,,,,,,2,1,34,1,2,1,2,1,2,2,1,2,4,2,2,2,2,1,4,0.913640841
124310XXXX,2/25/2020 22:38,6037,91351,1,7,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,74,2,3,1,1,1,1,2,2,2,4,2,1,1,2,2,4,0.598775594
175910XXXX,2/26/2020 11:33,6037,90815,2,,,,,,,,,,,,,,,,,,,2,1,18,1,3,1,2,4,2,2,3,2,4,2,2,2,2,1,4,1.148495507
187710XXXX,2/26/2020 11:32,6037,90802,1,6,2,30,15,5,5,15,15,5,5,1,6,2,7,8,4,5,5,1,1,37,1,2,2,4,2,3,2,1,2,1,1,2,2,2,1,4,0.429661779
188910XXXX,2/26/2020 11:32,6037,91402,1,6,2,60,0,0,0,0,100,100,0,1,6,8,9,,,,2,1,1,42,1,3,2,1,2,2,2,2,1,2,2,2,2,2,1,4,0.899656096
201210XXXX,2/26/2020 11:32,6037,90034,1,5,2,70,50,50,50,50,80,50,50,6,1,2,8,3,4,5,1,1,1,38,1,2,2,4,2,3,3,1,2,1,1,2,2,2,1,4,0.429661779
205610XXXX,2/26/2020 11:38,6037,91016,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,73,2,3,1,1,1,2,2,2,2,4,2,2,2,2,2,4,0.598775594
206510XXXX,2/26/2020 11:40,6037,91765,2,,,,,,,,,,,,,,,,,,,2,1,47,1,4,3,2,4,3,1,1,2,4,2,2,2,2,1,4,1.183745618
206810XXXX,2/26/2020 11:34,6037,90806,1,7,2,75,50,50,0,10,30,0,50,1,8,3,2,5,7,9,1,1,1,50,2,3,2,4,2,3,3,2,2,4,2,1,2,2,1,4,0.927641389
207310XXXX,2/26/2020 11:55,6037,91740,1,5,2,40,70,20,10,10,60,30,10,2,1,7,6,3,9,,5,1,1,58,2,4,2,2,2,2,3,1,2,4,2,1,2,2,2,4,1.433027902
207710XXXX,2/26/2020 12:30,6037,90059,1,1,,50,50,50,0,50,0,0,0,,,,,,,,,2,1,37,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,4,0.429661779
219710XXXX,2/26/2020 12:43,6037,90220,1,4,,70,80,80,80,70,70,80,50,,,,,,,,,2,1,24,1,2,2,4,2,3,1,1,2,4,2,2,2,2,1,4,0.913640841
220510XXXX,2/26/2020 12:48,6037,91343,1,5,2,100,100,100,100,100,100,100,100,2,1,6,8,3,7,5,5,1,1,76,2,2,2,4,2,3,3,3,2,1,1,1,1,2,2,4,1.132005382
191000XXXX,2/25/2020 22:24,6037,90650,1,7,3,22,48,0,0,0,30,10,10,,,,,,,,,2,1,38,1,3,3,4,4,2,3,3,1,4,2,1,2,1,2,4,0.899656096
831000XXXX,2/25/2020 22:33,6037,90807,2,,,,,,,,,,,,,,,,,,,2,1,18,1,1,3,3,4,1,2,1,2,4,3,2,2,2,1,4,0.933212855
891000XXXX,2/25/2020 22:34,6037,91711,1,6,2,70,100,0,0,0,65,60,25,2,1,7,6,9,,,3,1,1,56,2,2,3,3,2,3,3,2,2,4,2,2,2,2,2,4,0.607098762
280100XXXX,2/25/2020 23:00,6037,91702,1,6,1,12,18,13,11,19,22,12,12,,,,,,,,,2,1,55,2,3,1,4,1,1,2,2,2,4,1,2,2,2,2,4,0.927641389
320100XXXX,2/25/2020 23:07,6037,90502,1,6,2,5,35,25,10,5,5,5,10,2,1,6,8,3,7,5,2,1,1,36,1,3,1,1,1,2,2,1,1,2,2,1,2,2,1,4,0.899656096
373100XXXX,2/25/2020 23:39,6037,90505,1,6,3,75,100,40,0,10,20,0,10,,,,,,,,,2,1,51,2,4,3,3,3,3,3,3,1,4,2,2,2,2,2,4,1.433027902
477100XXXX,2/26/2020 11:37,6037,90806,1,6,1,10,5,10,5,45,20,15,10,,,,,,,,,2,1,37,1,4,1,3,1,2,2,2,1,1,2,2,2,2,2,4,1.183745618
107810XXXX,2/25/2020 22:20,6039,93637,1,3,,0,0,0,0,0,0,0,80,,,,,,,,,2,2,41,1,3,1,3,5,2,2,2,1,4,3,2,1,2,2,4,0.804052797
639100XXXX,2/25/2020 22:17,6045,95437,1,4,,100,100,100,100,100,100,100,100,,,,,,,,,2,2,35,1,3,3,3,5,1,2,1,1,4,2,2,2,2,3,4,0.804052797
111110XXXX,2/25/2020 22:23,6047,95340,2,,,,,,,,,,,,,,,,,,,2,2,65,2,3,2,5,2,1,2,1,2,1,1,2,1,1,2,4,0.71232693
951100XXXX,2/25/2020 22:21,6047,95340,1,7,2,0,0,0,0,0,100,0,0,6,8,2,1,3,7,5,1,1,1,50,2,3,2,3,2,1,1,2,1,2,2,2,2,2,3,4,0.927641389
406100XXXX,2/26/2020 0:06,6057,95945,1,6,3,50,50,50,50,50,75,50,50,,,,,,,,,2,1,58,2,3,3,2,1,2,2,3,2,4,2,2,2,2,2,4,0.927641389
114410XXXX,2/25/2020 22:20,6059,92701,1,5,2,25,25,25,0,0,25,0,0,9,,,,,,,,1,1,36,1,1,2,3,4,1,2,3,2,4,2,2,2,2,1,4,1.384077398
386100XXXX,2/25/2020 23:48,6059,92808,2,,,,,,,,,,,,,,,,,,,2,1,53,2,1,2,3,1,3,2,3,1,2,2,2,2,2,2,4,0.719340883
611000XXXX,2/25/2020 22:07,6059,92805,2,,,,,,,,,,,,,,,,,,,2,2,35,1,4,2,6,4,2,3,2,1,2,2,2,2,2,2,4,1.338659391
148100XXXX,2/25/2020 22:12,6059,90720,1,4,,100,100,100,100,100,100,100,100,,,,,,,,,2,2,57,2,3,3,5,4,2,3,3,2,2,2,1,2,2,2,4,0.948053008
711100XXXX,2/25/2020 22:16,6059,90680,1,6,1,60,0,60,2,20,50,1,40,,,,,,,,,2,2,46,1,4,1,2,3,3,3,2,1,1,1,2,2,2,2,4,1.338659391
980100XXXX,2/25/2020 22:20,6059,92612,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,69,2,3,1,1,1,3,1,3,2,2,2,2,2,2,1,4,0.71232693
109010XXXX,2/25/2020 22:23,6059,90621,2,,,,,,,,,,,,,,,,,,,2,2,56,2,3,1,2,4,1,2,3,2,1,1,2,2,2,2,4,0.948053008
144810XXXX,2/26/2020 11:30,6059,92805,1,7,2,75,25,65,0,60,50,20,50,5,1,3,8,6,2,9,2,1,2,59,2,3,2,3,2,2,2,3,2,3,2,2,2,1,1,4,0.948053008
159210XXXX,2/26/2020 11:31,6059,92647,1,6,2,5,5,5,5,5,5,5,5,9,,,,,,,,1,2,50,2,3,3,3,3,3,2,1,2,4,2,2,2,2,1,4,0.948053008
173110XXXX,2/26/2020 11:33,6059,90630,1,5,2,50,70,40,10,20,70,30,10,6,1,7,2,5,3,8,2,1,2,67,2,3,2,2,2,3,3,2,2,1,2,1,2,2,2,4,0.71232693
220410XXXX,2/26/2020 12:42,6059,90631,1,6,2,90,70,75,0,60,90,60,70,2,1,6,8,3,5,7,1,1,2,71,2,3,3,4,2,2,1,3,2,4,2,2,2,2,1,4,0.71232693
133100XXXX,2/25/2020 22:11,6059,92841,2,,,,,,,,,,,,,,,,,,,2,1,27,1,4,3,4,1,3,1,2,2,2,1,2,1,2,2,4,1.069863145
499100XXXX,2/25/2020 22:16,6059,92617,1,6,2,40,70,40,30,40,70,30,50,2,6,8,1,3,5,7,1,1,1,30,1,3,2,3,2,3,3,2,2,2,1,2,2,2,1,4,1.148495507
580100XXXX,2/25/2020 22:18,6059,92832,1,3,,80,60,0,0,0,100,0,0,,,,,,,,,2,1,24,1,3,2,3,3,3,2,1,2,3,2,2,2,2,1,4,1.148495507
789100XXXX,2/25/2020 22:19,6059,92704,2,,,,,,,,,,,,,,,,,,,2,1,29,1,4,4,4,4,2,1,1,2,2,3,2,2,2,3,4,1.069863145
178210XXXX,2/26/2020 11:33,6059,92679,1,7,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,37,1,3,1,2,1,1,2,2,1,1,3,1,2,2,2,4,0.899656096
219410XXXX,2/26/2020 12:41,6059,92649,1,6,5,,,,,,,,,,,,,,,,,2,1,69,2,3,4,2,1,3,2,2,1,1,3,2,2,2,2,4,0.598775594
175100XXXX,2/25/2020 22:47,6059,92694,1,2,,10,70,45,0,0,45,50,0,,,,,,,,,2,1,46,1,3,3,3,1,3,3,2,1,4,2,2,2,2,2,4,0.899656096
272100XXXX,2/25/2020 23:00,6059,92705,1,4,,12,12,12,12,12,12,12,12,,,,,,,,,2,1,22,1,4,3,3,1,2,2,1,2,1,1,1,2,2,2,4,1.069863145
634100XXXX,2/25/2020 22:18,6061,95678,1,4,,25,50,25,0,0,50,0,50,,,,,,,,,2,2,36,1,3,2,3,4,3,3,2,2,4,2,2,2,2,2,4,0.804052797
185010XXXX,2/26/2020 11:36,6061,95602,1,7,2,5,5,50,5,55,55,45,70,6,8,5,7,3,1,2,1,1,2,60,2,3,2,5,2,3,3,2,2,3,2,2,2,1,3,4,0.948053008
168110XXXX,2/26/2020 11:33,6061,95765,2,,,,,,,,,,,,,,,,,,,2,1,68,2,3,2,3,4,1,3,2,2,2,2,2,2,2,2,4,0.598775594
185110XXXX,2/26/2020 11:36,6061,95678,1,7,2,20,20,20,20,20,20,20,20,6,1,4,8,5,3,2,2,1,1,42,1,3,2,4,2,3,2,1,2,1,1,2,1,2,2,4,0.899656096
107100XXXX,2/25/2020 22:09,6063,96122,1,6,2,0,5,15,0,0,25,0,0,6,3,9,,,,,2,1,2,32,1,3,2,2,4,2,1,3,1,3,2,2,2,2,3,4,1.100950863
138100XXXX,2/25/2020 22:42,6065,92881,1,6,2,100,100,100,100,100,100,100,100,9,,,,,,,,1,1,26,1,1,4,5,2,2,1,1,2,2,2,2,2,2,1,4,0.933212855
676100XXXX,2/25/2020 22:17,6065,92563,1,4,,25,50,25,25,25,75,25,75,,,,,,,,,2,2,21,1,1,3,5,4,2,1,1,2,3,2,2,1,1,2,4,0.979239385
148610XXXX,2/26/2020 11:31,6065,92201,1,6,2,50,50,45,30,10,100,20,10,6,1,9,,,,,2,1,2,31,1,1,2,3,2,3,3,2,1,3,2,1,2,2,2,4,0.979239385
461000XXXX,2/25/2020 22:07,6065,92234,2,,,,,,,,,,,,,,,,,,,2,1,46,1,1,3,2,4,3,1,1,2,4,3,2,2,2,2,4,1.384077398
222610XXXX,2/26/2020 13:46,6065,92509,2,,,,,,,,,,,,,,,,,,,2,1,27,1,1,3,3,4,3,2,1,2,3,2,2,2,2,2,4,0.933212855
223110XXXX,2/26/2020 13:49,6065,92506,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,48,1,1,1,2,1,2,3,2,1,2,2,2,1,2,2,4,1.384077398
170100XXXX,2/25/2020 22:46,6065,92507,1,6,3,70,60,45,1,36,100,55,10,,,,,,,,,2,1,25,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,4,0.933212855
430100XXXX,2/26/2020 6:29,6065,92260,1,3,,50,50,50,50,50,50,50,50,,,,,,,,,2,1,51,2,1,2,3,4,1,1,1,1,2,2,2,2,2,2,4,0.719340883
425100XXXX,2/25/2020 22:15,6065,92563,1,7,3,30,15,40,0,0,50,0,0,,,,,,,,,2,2,61,2,3,1,3,2,2,2,3,2,1,2,2,2,1,2,4,0.948053008
697100XXXX,2/25/2020 22:17,6065,92596,1,6,2,100,95,50,10,10,100,60,80,6,1,7,8,3,2,4,2,1,2,23,1,2,2,5,2,2,1,1,2,3,1,1,2,2,1,4,0.341467109
139010XXXX,2/26/2020 11:30,6065,92509,1,7,1,10,0,0,0,0,10,0,0,,,,,,,,,2,2,71,2,3,1,1,1,1,1,3,2,1,2,2,2,2,1,4,0.71232693
118910XXXX,2/25/2020 22:24,6065,91752,1,7,2,0,100,0,0,0,0,0,0,2,1,6,7,8,3,5,1,1,1,67,2,3,2,4,2,2,2,2,2,1,2,2,1,2,2,4,0.598775594
124610XXXX,2/25/2020 22:40,6065,92262,1,7,2,0,0,0,0,0,0,100,0,7,2,3,1,9,,,1,1,1,69,2,3,3,3,2,2,3,2,2,1,1,2,2,2,1,4,0.598775594
124910XXXX,2/25/2020 22:43,6065,92530,1,7,3,0,0,0,0,0,0,0,0,,,,,,,,,2,1,76,2,3,3,3,2,3,3,3,2,4,2,2,1,2,2,4,0.598775594
132210XXXX,2/26/2020 11:29,6065,92592,1,7,2,50,50,40,0,25,75,10,100,8,3,5,1,6,2,7,2,1,1,56,2,3,2,4,2,3,3,2,2,4,2,2,2,1,2,4,0.927641389
314100XXXX,2/25/2020 23:06,6065,92530,1,4,,36,26,31,22,16,54,33,13,,,,,,,,,2,1,23,1,5,2,4,3,2,2,1,2,1,1,2,2,2,1,4,1.069863145
516100XXXX,2/26/2020 11:40,6065,92595,1,5,1,0,0,0,0,0,5,0,0,,,,,,,,,2,1,36,1,3,1,2,1,2,3,2,1,2,2,2,2,2,2,4,0.899656096
586100XXXX,2/26/2020 11:48,6065,92553,2,,,,,,,,,,,,,,,,,,,2,1,57,2,3,3,3,4,1,2,2,2,4,2,2,2,2,2,4,0.927641389
602100XXXX,2/26/2020 13:24,6065,92240,1,6,2,75,50,0,0,75,50,0,50,1,5,8,9,,,,2,1,1,60,2,3,2,3,1,2,1,2,2,1,2,2,2,2,2,4,0.927641389
219610XXXX,2/26/2020 12:43,6067,95823,2,,,,,,,,,,,,,,,,,,,2,2,21,1,1,2,2,4,2,2,1,2,3,3,2,2,2,2,4,0.979239385
