# Final piles of ballots, sorted by candidate.
# Created Wednesday, November 5, 2003 5:51 PM


# This file can be used for auditing, or for filling mid-term vacancies
# in Cambridge.  To fill a vacancy, edit the line below that says,
# "# CAMBRIDGE-VACANCY-RECOUNT candidate-code".  Remove the '#', so
# that ChoicePlusr will process the line, and replace "candidate-code"
# with the candidate code for whom the ballots are to be recounted.
# Be sure to rename the file when saving it!  E.g. to "<Your Election
# Title> Recount Input.txt".



# The following lines are the configuration lines necessary for a Cambridge
# style recount.
.COMPLY-WITH CAMBRIDGE
.ELECT 1


# The Candidates:
.CANDIDATE C01, "Yes"
.CANDIDATE C02, "No"

# The following lines exclude those candidates who
# were elected or excluded in the original election
# from participating in a future runoff.
.EXCLUDE-CANDIDATE C02

# ******* The following line must be edited for a Cambridge recount! *******
#.CAMBRIDGE-VACANCY-RECOUNT candidate-code

# Suppose that Joe Smith resigned mid-term, and Karen Jones was elected
# to fill that seat.  But then Karen Jones also resigned!  You can rerun
000101-00-1218, 1) C02
000101-00-1221, 1) C02
000101-00-1223, 1) C02
000101-00-1226, 1) C02
000101-00-1228, 1) C02
000101-00-1242, 1) C02
000101-00-1244, 1) C02
000101-00-1248, 1) C02
000101-00-1250, 1) C02
000101-00-1253, 1) C02
000101-00-1259, 1) C02
000101-00-1262, 1) C02
000101-00-1264, 1) C02
000101-00-1267, 1) C02
000101-00-1270, 1) C02
000101-00-1272, 1) C02
000101-00-1276, 1) C02
000101-00-1278, 1) C02
000101-00-1282, 1) C02
000101-00-1285, 1) C02
000101-00-1289, 1) C02
000101-00-1293, 1) C02
000101-00-1297, 1) C02
000101-00-1300, 1) C02
000101-00-1306, 1) C02
000101-00-1313, 1) C02
000101-00-1321, 1) C02
000101-00-1324, 1) C02
000101-00-1327, 1) C02
000101-00-1331, 1) C02
000101-00-1334, 1) C02
000101-00-1340, 1) C02
000101-00-1343, 1) C02
000101-00-1349, 1) C02
000101-00-1353, 1) C02
000101-00-1358, 1) C02
000101-00-1362, 1) C02
000101-00-1372, 1) C02
000101-00-1387, 1) C02
000101-00-1392, 1) C02
000101-00-1393, 1) C02
000101-00-1397, 1) C02
000101-00-1400, 1) C02
000101-00-1404, 1) C02
000101-00-1405, 1) C02
000101-00-1412, 1) C02
000101-00-1414, 1) C02
000101-00-1417, 1) C02
000101-00-1421, 1) C02
000101-00-1425, 1) C02
000101-00-1431, 1) C02
000101-00-1433, 1) C02
000101-00-1440, 1) C02
000101-00-1443, 1) C02
000101-00-1447, 1) C02
000101-00-1450, 1) C02
000101-00-1461, 1) C02
000101-00-1465, 1) C02
000101-00-1467, 1) C02
000101-00-1474, 1) C02
000101-00-1476, 1) C02
000101-00-1479, 1) C02
000101-00-1482, 1) C02
000101-00-1487, 1) C02
000101-00-1491, 1) C02
000101-00-1495, 1) C02
000101-00-1496, 1) C02
000101-00-1502, 1) C02
000101-00-1509, 1) C02
000101-00-1515, 1) C02
000101-00-1518, 1) C02
000101-00-1520, 1) C02
000101-00-1527, 1) C02
000101-00-1528, 1) C02
000101-00-1531, 1) C02
000101-00-1536, 1) C02
000101-00-1540, 1) C02
000101-00-1543, 1) C02
000101-00-1546, 1) C02
000101-00-1548, 1) C02
000101-00-1553, 1) C02
000101-00-1556, 1) C02
000101-00-1558, 1) C02
000101-00-1560, 1) C02
000101-00-1565, 1) C02
000101-00-1567, 1) C02
000101-00-1569, 1) C02
000101-00-1572, 1) C02
000101-00-1577, 1) C02
000101-00-1580, 1) C02
000101-00-1584, 1) C02
000101-00-1589, 1) C02
000101-00-1595, 1) C02
000101-00-1597, 1) C02
000101-00-1603, 1) C02
000101-00-1605, 1) C02
000101-00-1610, 1) C02
000101-00-1613, 1) C02
000101-00-1625, 1) C02
000101-00-1628, 1) C02
000101-00-1631, 1) C02
000101-00-1634, 1) C02
000101-00-1637, 1) C02
000101-00-1645, 1) C02
000101-00-1647, 1) C02
000101-00-1652, 1) C02
000101-00-1654, 1) C02
000101-00-1659, 1) C02
000702-00-0009, 1) C02
000702-00-0010, 1) C02
000702-00-0021, 1) C02
000702-00-0023, 1) C02
000702-00-0027, 1) C02
000702-00-0030, 1) C02
000702-00-0034, 1) C02
000702-00-0039, 1) C02
000702-00-0040, 1) C02
000702-00-0054, 1) C02
000702-00-0055, 1) C02
000702-00-0066, 1) C02
000702-00-0067, 1) C02
000702-00-0071, 1) C02
000702-00-0075, 1) C02
000702-00-0076, 1) C02
000702-00-0081, 1) C02
000702-00-0089, 1) C02
000702-00-0092, 1) C02
000702-00-0099, 1) C02
000702-00-0100, 1) C02
000702-00-0106, 1) C02
000702-00-0111, 1) C02
000702-00-0112, 1) C02
000702-00-0115, 1) C02
000702-00-0124, 1) C02
000702-00-0129, 1) C02
000702-00-0142, 1) C02
000702-00-0147, 1) C02
000702-00-0150, 1) C02
000702-00-0166, 1) C02
000702-00-0171, 1) C02
000702-00-0176, 1) C02
000702-00-0183, 1) C02
000702-00-0199, 1) C02
000702-00-0203, 1) C02
000702-00-0206, 1) C02
000702-00-0207, 1) C02
000702-00-0212, 1) C02
000702-00-0223, 1) C02
000702-00-0227, 1) C02
000702-00-0231, 1) C02
000702-00-0235, 1) C02
000702-00-0239, 1) C02
000702-00-0249, 1) C02
000702-00-0254, 1) C02
000702-00-0267, 1) C02
000702-00-0270, 1) C02
000702-00-0279, 1) C02
000702-00-0280, 1) C02
000702-00-0285, 1) C02
000702-00-0288, 1) C02
000702-00-0303, 1) C02
000702-00-0305, 1) C02
000702-00-0309, 1) C02
000702-00-0310, 1) C02
000702-00-0315, 1) C02
000702-00-0318, 1) C02
000702-00-0321, 1) C02
000702-00-0329, 1) C02
000702-00-0334, 1) C02
000702-00-0351, 1) C02
000702-00-0352, 1) C02
000702-00-0366, 1) C02
000702-00-0371, 1) C02
000702-00-0376, 1) C02
000702-00-0382, 1) C02
000702-00-0390, 1) C02
000702-00-0391, 1) C02
000702-00-0399, 1) C02
000702-00-0401, 1) C02
000702-00-0405, 1) C02
000702-00-0415, 1) C02
000702-00-0423, 1) C02
000702-00-0424, 1) C02
000702-00-0429, 1) C02
000702-00-0432, 1) C02
000702-00-0441, 1) C02
000702-00-0444, 1) C02
000702-00-0451, 1) C02
000702-00-0454, 1) C02
000702-00-0458, 1) C02
000702-00-0465, 1) C02
000702-00-0476, 1) C02
000702-00-0480, 1) C02
000702-00-0486, 1) C02
000702-00-0490, 1) C02
000702-00-0494, 1) C02
000702-00-0497, 1) C02
000702-00-0501, 1) C02
000702-00-0518, 1) C02
000702-00-0527, 1) C02
000702-00-0533, 1) C02
000702-00-0540, 1) C02
000702-00-0549, 1) C02
000702-00-0550, 1) C02
000702-00-0553, 1) C02
000702-00-0562, 1) C02
000702-00-0571, 1) C02
000702-00-0576, 1) C02
000702-00-0594, 1) C02
000702-00-0598, 1) C02
000702-00-0603, 1) C02
000702-00-0609, 1) C02
000702-00-0610, 1) C02
000702-00-0613, 1) C02
000702-00-0618, 1) C02
000702-00-0621, 1) C02
000702-00-0635, 1) C02
000702-00-0645, 1) C02
000702-00-0647, 1) C02
000702-00-0653, 1) C02
000702-00-0660, 1) C02
000702-00-0664, 1) C02
000702-00-0668, 1) C02
000702-00-0672, 1) C02
000702-00-0682, 1) C02
000702-00-0684, 1) C02
000702-00-0695, 1) C02
000702-00-0709, 1) C02
000702-00-0712, 1) C02
000702-00-0716, 1) C02
000702-00-0735, 1) C02
000702-00-0739, 1) C02
000702-00-0744, 1) C02
000702-00-0760, 1) C02
000702-00-0763, 1) C02
000702-00-0764, 1) C02
000702-00-0767, 1) C02
000702-00-0776, 1) C02
000702-00-0779, 1) C02
000702-00-0784, 1) C02
000702-00-0790, 1) C02
000702-00-0791, 1) C02
000702-00-0797, 1) C02
000702-00-0807, 1) C02
000702-00-0826, 1) C02
000902-00-0002, 1) C02
000902-00-0005, 1) C02
000902-00-0009, 1) C02
000902-00-0011, 1) C02
000902-00-0013, 1) C02
000902-00-0017, 1) C02
000902-00-0026, 1) C02
000902-00-0028, 1) C02
000902-00-0032, 1) C02
000902-00-0036, 1) C02
000902-00-0038, 1) C02
000902-00-0040, 1) C02
000902-00-0045, 1) C02
000902-00-0046, 1) C02
000902-00-0052, 1) C02
000902-00-0056, 1) C02
000902-00-0059, 1) C02
000902-00-0063, 1) C02
000902-00-0066, 1) C02
000902-00-0067, 1) C02
000902-00-0076, 1) C02
000902-00-0083, 1) C02
000902-00-0085, 1) C02
000902-00-0089, 1) C02
000902-00-0092, 1) C02
000902-00-0097, 1) C02
000902-00-0101, 1) C02
000902-00-0104, 1) C02
000902-00-0111, 1) C02
000902-00-0112, 1) C02
000902-00-0115, 1) C02
000902-00-0120, 1) C02
000902-00-0125, 1) C02
000902-00-0127, 1) C02
000902-00-0132, 1) C02
000902-00-0133, 1) C02
000902-00-0138, 1) C02
000902-00-0139, 1) C02
000902-00-0143, 1) C02
000902-00-0146, 1) C02
000902-00-0149, 1) C02
000902-00-0151, 1) C02
000902-00-0155, 1) C02
000902-00-0162, 1) C02
000902-00-0163, 1) C02
000902-00-0168, 1) C02
000902-00-0170, 1) C02
000902-00-0174, 1) C02
000902-00-0175, 1) C02
000902-00-0178, 1) C02
000902-00-0185, 1) C02
000902-00-0187, 1) C02
000902-00-0190, 1) C02
000902-00-0194, 1) C02
000902-00-0196, 1) C02
000902-00-0199, 1) C02
000902-00-0204, 1) C02
000902-00-0206, 1) C02
000902-00-0208, 1) C02
000902-00-0211, 1) C02
000902-00-0214, 1) C02
000902-00-0227, 1) C02
000902-00-0228, 1) C02
000902-00-0231, 1) C02
000902-00-0244, 1) C02
000902-00-0254, 1) C02
000902-00-0257, 1) C02
000902-00-0259, 1) C02
000902-00-0268, 1) C02
000902-00-0271, 1) C02
000902-00-0278, 1) C02
000902-00-0281, 1) C02
000902-00-0284, 1) C02
000902-00-0287, 1) C02
000902-00-0290, 1) C02
000902-00-0291, 1) C02
000902-00-0294, 1) C02
000902-00-0301, 1) C02
000902-00-0305, 1) C02
000902-00-0306, 1) C02
000902-00-0309, 1) C02
000902-00-0313, 1) C02
000902-00-0316, 1) C02
000902-00-0320, 1) C02
000902-00-0322, 1) C02
000902-00-0328, 1) C02
000902-00-0341, 1) C02
000902-00-0344, 1) C02
000902-00-0346, 1) C02
000902-00-0349, 1) C02
000902-00-0354, 1) C02
000902-00-0358, 1) C02
000902-00-0360, 1) C02
000902-00-0365, 1) C02
000902-00-0367, 1) C02
000902-00-0374, 1) C02
000902-00-0379, 1) C02
000902-00-0381, 1) C02
000902-00-0386, 1) C02
000902-00-0387, 1) C02
000902-00-0391, 1) C02
000902-00-0394, 1) C02
000902-00-0396, 1) C02
000902-00-0401, 1) C02
000902-00-0402, 1) C02
000902-00-0407, 1) C02
000902-00-0409, 1) C02
000902-00-0412, 1) C02
000902-00-0415, 1) C02
000902-00-0418, 1) C02
000902-00-0421, 1) C02
000902-00-0423, 1) C02
000902-00-0428, 1) C02
000902-00-0431, 1) C02
000902-00-0433, 1) C02
000902-00-0440, 1) C02
000902-00-0442, 1) C02
000902-00-0448, 1) C02
000902-00-0450, 1) C02
000902-00-0455, 1) C02
000902-00-0456, 1) C02
000902-00-0459, 1) C02
000902-00-0467, 1) C02
000902-00-0469, 1) C02
000902-00-0473, 1) C02
000902-00-0474, 1) C02
000902-00-0478, 1) C02
000902-00-0479, 1) C02
000902-00-0483, 1) C02
000902-00-0491, 1) C02
000902-00-0492, 1) C02
000902-00-0495, 1) C02
000902-00-0500, 1) C02
000902-00-0502, 1) C02
000902-00-0506, 1) C02
000902-00-0508, 1) C02
000902-00-0512, 1) C02
000902-00-0517, 1) C02
000902-00-0520, 1) C02
000902-00-0523, 1) C02
000902-00-0527, 1) C02
000902-00-0538, 1) C02
000902-00-0542, 1) C02
000902-00-0561, 1) C02
000902-00-0571, 1) C02
000902-00-0572, 1) C02
000902-00-0573, 1) C02
000902-00-0574, 1) C02
000902-00-0576, 1) C02
000902-00-0578, 1) C02
000902-00-0581, 1) C02
000902-00-0586, 1) C02
000902-00-0590, 1) C02
000902-00-0599, 1) C02
000902-00-0608, 1) C02
000902-00-0624, 1) C02
000902-00-0625, 1) C02
000902-00-0626, 1) C02
000902-00-0627, 1) C02
000902-00-0631, 1) C02
000902-00-0632, 1) C02
000902-00-0633, 1) C02
000902-00-0638, 1) C02
000902-00-0643, 1) C02
000902-00-0645, 1) C02
000902-00-0649, 1) C02
000902-00-0651, 1) C02
000902-00-0654, 1) C02
000902-00-0656, 1) C02
000902-00-0659, 1) C02
000902-00-0677, 1) C02
000902-00-0680, 1) C02
000902-00-0690, 1) C02
000902-00-0692, 1) C02
000902-00-0696, 1) C02
000902-00-0700, 1) C02
000902-00-0701, 1) C02
000902-00-0705, 1) C02
000902-00-0712, 1) C02
000902-00-0714, 1) C02
000902-00-0718, 1) C02
000902-00-0720, 1) C02
000902-00-0723, 1) C02
000902-00-0726, 1) C02
000902-00-0730, 1) C02
000902-00-0732, 1) C02
000902-00-0734, 1) C02
000902-00-0739, 1) C02
000902-00-0742, 1) C02
000902-00-0744, 1) C02
000902-00-0751, 1) C02
000902-00-0757, 1) C02
000902-00-0758, 1) C02
000902-00-0765, 1) C02
000902-00-0767, 1) C02
000902-00-0772, 1) C02
000902-00-0775, 1) C02
000902-00-0778, 1) C02
000902-00-0783, 1) C02
000902-00-0790, 1) C02
000902-00-0793, 1) C02
000902-00-0796, 1) C02
000902-00-0798, 1) C02
000902-00-0802, 1) C02
000902-00-0806, 1) C02
000902-00-0810, 1) C02
000902-00-0813, 1) C02
000902-00-0817, 1) C02
000902-00-0818, 1) C02
000902-00-0823, 1) C02
000902-00-0833, 1) C02
000902-00-0838, 1) C02
000902-00-0841, 1) C02
000902-00-0842, 1) C02
000902-00-0843, 1) C02
000902-00-0844, 1) C02
000902-00-0845, 1) C02
000902-00-0846, 1) C02
000902-00-0848, 1) C02
000902-00-0849, 1) C02
000902-00-0850, 1) C02
000902-00-0853, 1) C02
000902-00-0854, 1) C02
000902-00-0855, 1) C02
000902-00-0856, 1) C02
000902-00-0857, 1) C02
000902-00-0860, 1) C02
000902-00-0862, 1) C02
000902-00-0863, 1) C02
000902-00-0864, 1) C02
000902-00-0865, 1) C02
000902-00-0869, 1) C02
000902-00-0871, 1) C02
000902-00-0876, 1) C02
000902-00-0877, 1) C02
000902-00-0880, 1) C02
000902-00-0883, 1) C02
000902-00-0886, 1) C02
000902-00-0889, 1) C02
000902-00-0891, 1) C02
000902-00-0907, 1) C02
000902-00-0929, 1) C02
000902-00-0931, 1) C02
000902-00-0935, 1) C02
000902-00-0937, 1) C02
000902-00-0964, 1) C02
000902-00-0967, 1) C02
000902-00-0970, 1) C02
000902-00-0974, 1) C02
000902-00-0981, 1) C02
000902-00-0988, 1) C02
000902-00-0992, 1) C02
000902-00-1000, 1) C02
000902-00-1003, 1) C02
000902-00-1008, 1) C02
000902-00-1010, 1) C02
000902-00-1012, 1) C02
000902-00-1017, 1) C02
000902-00-1020, 1) C02
000902-00-1023, 1) C02
000902-00-1025, 1) C02
000902-00-1030, 1) C02
000902-00-1038, 1) C02
000902-00-1042, 1) C02
000902-00-1048, 1) C02
000902-00-1053, 1) C02
000902-00-1056, 1) C02
000902-00-1057, 1) C02
000902-00-1060, 1) C02
000902-00-1070, 1) C02
000902-00-1074, 1) C02
000902-00-1078, 1) C02
000902-00-1081, 1) C02
000902-00-1085, 1) C02
000902-00-1088, 1) C02
000902-00-1091, 1) C02
000902-00-1095, 1) C02
000902-00-1098, 1) C02
000902-00-1101, 1) C02
000902-00-1104, 1) C02
000902-00-1105, 1) C02
000902-00-1109, 1) C02
000902-00-1112, 1) C02
000902-00-1120, 1) C02
000902-00-1123, 1) C02
000902-00-1127, 1) C02
000902-00-1131, 1) C02
000902-00-1137, 1) C02
000902-00-1146, 1) C02
000902-00-1149, 1) C02
000902-00-1151, 1) C02
000902-00-1155, 1) C02
000902-00-1164, 1) C02
000902-00-1168, 1) C02
000902-00-1171, 1) C02
000902-00-1176, 1) C02
000902-00-1179, 1) C02
000902-00-1181, 1) C02
000902-00-1187, 1) C02
000902-00-1190, 1) C02
000902-00-1194, 1) C02
000902-00-1203, 1) C02
000902-00-1204, 1) C02
000902-00-1207, 1) C02
000902-00-1211, 1) C02
000902-00-1217, 1) C02
000902-00-1221, 1) C02
000902-00-1222, 1) C02
000902-00-1226, 1) C02
000902-00-1228, 1) C02
000902-00-1232, 1) C02
000902-00-1234, 1) C02
000902-00-1240, 1) C02
000902-00-1243, 1) C02
000902-00-1249, 1) C02
000902-00-1262, 1) C02
000902-00-1266, 1) C02
000902-00-1271, 1) C02
000902-00-1283, 1) C02
000902-00-1287, 1) C02
000902-00-1290, 1) C02
000902-00-1291, 1) C02
000902-00-1296, 1) C02
000902-00-1298, 1) C02
000902-00-1301, 1) C02
000902-00-1308, 1) C02
000902-00-1311, 1) C02
000902-00-1312, 1) C02
000902-00-1322, 1) C02
000902-00-1328, 1) C02
000902-00-1330, 1) C02
000902-00-1335, 1) C02
000902-00-1338, 1) C02
000902-00-1344, 1) C02
000902-00-1345, 1) C02
000902-00-1350, 1) C02
000902-00-1352, 1) C02
000902-00-1354, 1) C02
000902-00-1359, 1) C02
000902-00-1360, 1) C02
000902-00-1370, 1) C02
000902-00-1373, 1) C02
000902-00-1383, 1) C02
000902-00-1384, 1) C02
000902-00-1388, 1) C02
000902-00-1391, 1) C02
000902-00-1396, 1) C02
000902-00-1399, 1) C02
000902-00-1401, 1) C02
000902-00-1405, 1) C02
000902-00-1408, 1) C02
000902-00-1412, 1) C02
000902-00-1413, 1) C02
000902-00-1418, 1) C02
000902-00-1421, 1) C02
000902-00-1422, 1) C02
000902-00-1428, 1) C02
000902-00-1433, 1) C02
000902-00-1434, 1) C02
000902-00-1441, 1) C02
000902-00-1445, 1) C02
000902-00-1446, 1) C02
000902-00-1451, 1) C02
000902-00-1453, 1) C02
000902-00-1463, 1) C02
000902-00-1465, 1) C02
000902-00-1468, 1) C02
000902-00-1471, 1) C02
000902-00-1475, 1) C02
000902-00-1485, 1) C02
000902-00-1490, 1) C02
000902-00-1493, 1) C02
000902-00-1494, 1) C02
000902-00-1500, 1) C02
000902-00-1502, 1) C02
000902-00-1507, 1) C02
000902-00-1513, 1) C02
000902-00-1515, 1) C02
000902-00-1518, 1) C02
000902-00-1522, 1) C02
000902-00-1524, 1) C02
000902-00-1526, 1) C02
000902-00-1540, 1) C02
000902-00-1542, 1) C02
000902-00-1545, 1) C02
000902-00-1547, 1) C02
000902-00-1559, 1) C02
000902-00-1564, 1) C02
000902-00-1566, 1) C02
000902-00-1570, 1) C02
000902-00-1573, 1) C02
000902-00-1576, 1) C02
000902-00-1578, 1) C02
000902-00-1580, 1) C02
000902-00-1585, 1) C02
000902-00-1588, 1) C02
000902-00-1591, 1) C02
000902-00-1594, 1) C02
000902-00-1603, 1) C02
000902-00-1606, 1) C02
000902-00-1607, 1) C02
000902-00-1611, 1) C02
000902-00-1615, 1) C02
000902-00-1618, 1) C02
000902-00-1619, 1) C02
000902-00-1624, 1) C02
000902-00-1627, 1) C02
000902-00-1633, 1) C02
000902-00-1634, 1) C02
000902-00-1637, 1) C02
000902-00-1642, 1) C02
000902-00-1647, 1) C02
000902-00-1654, 1) C02
000902-00-1655, 1) C02
000902-00-1660, 1) C02
000902-00-1663, 1) C02
000902-00-1666, 1) C02
000902-00-1669, 1) C02
000902-00-1672, 1) C02
000902-00-1673, 1) C02
000902-00-1678, 1) C02
000902-00-1679, 1) C02
000902-00-1683, 1) C02
000902-00-1687, 1) C02
000902-00-1690, 1) C02
000902-00-1696, 1) C02
000902-00-1699, 1) C02
000902-00-1705, 1) C02
000902-00-1706, 1) C02
000902-00-1709, 1) C02
000902-00-1714, 1) C02
000902-00-1715, 1) C02
000902-00-1718, 1) C02
000902-00-1724, 1) C02
000902-00-1731, 1) C02
000902-00-1734, 1) C02
000902-00-1737, 1) C02
000902-00-1740, 1) C02
000902-00-1744, 1) C02
000902-00-1751, 1) C02
000902-00-1762, 1) C02
000902-00-1768, 1) C02
000902-00-1774, 1) C02
000902-00-1777, 1) C02
000902-00-1780, 1) C02
000902-00-1782, 1) C02
000902-00-1785, 1) C02
000902-00-1788, 1) C02
000902-00-1790, 1) C02
000902-00-1794, 1) C02
000902-00-1800, 1) C02
000902-00-1802, 1) C02
000902-00-1804, 1) C02
000902-00-1808, 1) C02
000902-00-1814, 1) C02
000902-00-1817, 1) C02
000902-00-1821, 1) C02
000902-00-1824, 1) C02
000902-00-1826, 1) C02
000902-00-1830, 1) C02
000902-00-1832, 1) C02
000902-00-1836, 1) C02
000902-00-1838, 1) C02
000902-00-1841, 1) C02
000902-00-1844, 1) C02
000902-00-1845, 1) C02
000902-00-1852, 1) C02
000902-00-1856, 1) C02
000902-00-1859, 1) C02
000902-00-1862, 1) C02
000902-00-1867, 1) C02
000902-00-1869, 1) C02
000902-00-1872, 1) C02
000902-00-1881, 1) C02
000902-00-1883, 1) C02
000902-00-1891, 1) C02
000902-00-1894, 1) C02
000902-00-1898, 1) C02
000902-00-1899, 1) C02
000902-00-1904, 1) C02
000902-00-1905, 1) C02
000902-00-1909, 1) C02
000902-00-1917, 1) C02
000902-00-1922, 1) C02
000902-00-1924, 1) C02
000902-00-1930, 1) C02
000902-00-1932, 1) C02
000902-00-1936, 1) C02
000902-00-1941, 1) C02
000902-00-1945, 1) C02
000902-00-1946, 1) C02
000902-00-1952, 1) C02
000902-00-1962, 1) C02
000902-00-1965, 1) C02
000902-00-1969, 1) C02
000902-00-1971, 1) C02
000902-00-1985, 1) C02
000902-00-1991, 1) C02
000902-00-1995, 1) C02
000902-00-1997, 1) C02
000902-00-1999, 1) C02
000902-00-2003, 1) C02
000902-00-2009, 1) C02
000902-00-2015, 1) C02
000902-00-2019, 1) C02
000902-00-2021, 1) C02
000902-00-2024, 1) C02
000902-00-2026, 1) C02
000902-00-2035, 1) C02
000902-00-2039, 1) C02
000902-00-2043, 1) C02
000902-00-2044, 1) C02
000902-00-2051, 1) C02
000902-00-2054, 1) C02
000902-00-2056, 1) C02
000902-00-2060, 1) C02
000902-00-2063, 1) C02
000902-00-2067, 1) C02
000902-00-2069, 1) C02
000902-00-2077, 1) C02
000902-00-2084, 1) C02
000902-00-2086, 1) C02
000902-00-2091, 1) C02
000902-00-2094, 1) C02
000902-00-2096, 1) C02
000902-00-2098, 1) C02
000902-00-2109, 1) C02
000902-00-2110, 1) C02
000902-00-2112, 1) C02
000902-00-2116, 1) C02
000902-00-2121, 1) C02
000902-00-2126, 1) C02
000902-00-2128, 1) C02
000902-00-2131, 1) C02
000902-00-2135, 1) C02
000902-00-2137, 1) C02
000902-00-2141, 1) C02
000902-00-2144, 1) C02
000902-00-2147, 1) C02
000902-00-2150, 1) C02
000902-00-2154, 1) C02
000902-00-2157, 1) C02
000902-00-2160, 1) C02
000902-00-2162, 1) C02
000902-00-2169, 1) C02
000902-00-2178, 1) C02
000902-00-2184, 1) C02
000902-00-2187, 1) C02
000902-00-2188, 1) C02
000902-00-2191, 1) C02
000902-00-2196, 1) C02
000902-00-2198, 1) C02
000902-00-2201, 1) C02
000902-00-2205, 1) C02
000902-00-2210, 1) C02
000902-00-2215, 1) C02
000902-00-2222, 1) C02
000902-00-2227, 1) C02
000902-00-2233, 1) C02
000902-00-2244, 1) C02
000902-00-2247, 1) C02
000902-00-2251, 1) C02
000902-00-2261, 1) C02
000902-00-2264, 1) C02
000902-00-2268, 1) C02
000902-00-2280, 1) C02
000902-00-2283, 1) C02
000902-00-2284, 1) C02
000902-00-2288, 1) C02
000902-00-2291, 1) C02
000902-00-2294, 1) C02
000902-00-2300, 1) C02
000902-00-2306, 1) C02
000902-00-2310, 1) C02
000902-00-2312, 1) C02
000902-00-2316, 1) C02
000902-00-2326, 1) C02
000902-00-2338, 1) C02
000902-00-2344, 1) C02
000902-00-2357, 1) C02
000902-00-2358, 1) C02
000902-00-2362, 1) C02
000902-00-2365, 1) C02
000902-00-2368, 1) C02
000902-00-2371, 1) C02
000902-00-2375, 1) C02
000902-00-2378, 1) C02
000902-00-2380, 1) C02
000902-00-2384, 1) C02
000902-00-2385, 1) C02
000902-00-2390, 1) C02
000902-00-2392, 1) C02
000902-00-2399, 1) C02
000902-00-2401, 1) C02
000902-00-2408, 1) C02
000902-00-2413, 1) C02
000902-00-2415, 1) C02
000902-00-2422, 1) C02
000902-00-2431, 1) C02
000902-00-2434, 1) C02
000902-00-2438, 1) C02
000902-00-2443, 1) C02
000902-00-2446, 1) C02
000902-00-2448, 1) C02
000902-00-2457, 1) C02
000902-00-2463, 1) C02
000902-00-2467, 1) C02
000902-00-2471, 1) C02
000902-00-2477, 1) C02
000902-00-2480, 1) C02
000902-00-2485, 1) C02
000902-00-2488, 1) C02
000902-00-2491, 1) C02
000902-00-2494, 1) C02
000902-00-2497, 1) C02
000902-00-2499, 1) C02
000902-00-2503, 1) C02
000902-00-2505, 1) C02
000902-00-2510, 1) C02
000902-00-2513, 1) C02
000902-00-2517, 1) C02
000902-00-2525, 1) C02
000902-00-2529, 1) C02
000902-00-2532, 1) C02
000902-00-2540, 1) C02
000902-00-2542, 1) C02
000902-00-2545, 1) C02
000902-00-2548, 1) C02
000902-00-2554, 1) C02
000902-00-2558, 1) C02
000902-00-2560, 1) C02
000902-00-2569, 1) C02
000902-00-2573, 1) C02
000902-00-2574, 1) C02
000902-00-2577, 1) C02
000902-00-2581, 1) C02
000902-00-2584, 1) C02
000902-00-2587, 1) C02
000902-00-2596, 1) C02
000902-00-2598, 1) C02
000902-00-2602, 1) C02
000902-00-2612, 1) C02
000902-00-2613, 1) C02
000902-00-2617, 1) C02
000902-00-2621, 1) C02
000902-00-2624, 1) C02
000902-00-2626, 1) C02
000902-00-2629, 1) C02
000902-00-2633, 1) C02
000902-00-2636, 1) C02
000902-00-2639, 1) C02
000902-00-2642, 1) C02
000902-00-2650, 1) C02
000902-00-2661, 1) C02
000902-00-2666, 1) C02
000902-00-2667, 1) C02
000902-00-2670, 1) C02
000902-00-2679, 1) C02
000902-00-2682, 1) C02
000902-00-2683, 1) C02
000902-00-2689, 1) C02
000902-00-2694, 1) C02
000902-00-2695, 1) C02
000902-00-2699, 1) C02
000902-00-2702, 1) C02
000902-00-2708, 1) C02
000902-00-2720, 1) C02
000902-00-2729, 1) C02
000902-00-2733, 1) C02
000902-00-2736, 1) C02
000902-00-2738, 1) C02
000902-00-2742, 1) C02
000902-00-2745, 1) C02
000902-00-2747, 1) C02
000902-00-2750, 1) C02
000902-00-2753, 1) C02
000902-00-2756, 1) C02
000902-00-2757, 1) C02
000902-00-2768, 1) C02
000902-00-2770, 1) C02
000902-00-2773, 1) C02
000902-00-2776, 1) C02
000902-00-2779, 1) C02
000902-00-2782, 1) C02
000902-00-2801, 1) C02
000902-00-2804, 1) C02
000902-00-2809, 1) C02
000902-00-2814, 1) C02
000902-00-2818, 1) C02
000902-00-2821, 1) C02
000902-00-2827, 1) C02
000902-00-2834, 1) C02
000902-00-2836, 1) C02
000902-00-2838, 1) C02
000902-00-2844, 1) C02
000902-00-2848, 1) C02
000902-00-2856, 1) C02
000902-00-2864, 1) C02
000902-00-2867, 1) C02
000902-00-2868, 1) C02
000902-00-2872, 1) C02
000902-00-2877, 1) C02
000902-00-2882, 1) C02
000902-00-2884, 1) C02
000902-00-2888, 1) C02
000902-00-2891, 1) C02
000902-00-2893, 1) C02
000902-00-2900, 1) C02
000902-00-2902, 1) C02
000902-00-2907, 1) C02
000902-00-2910, 1) C02
000902-00-2917, 1) C02
000902-00-2918, 1) C02
000401-00-0009, 1) C02
000401-00-0019, 1) C02
000401-00-0023, 1) C02
000401-00-0028, 1) C02
000401-00-0033, 1) C02
000401-00-0036, 1) C02
