ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8
1612,"Lummis, Ben","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1613,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Craig, Christopher","Grassi, Joseph G.","Fantini, Alfred B."
1614,"Grassi, Joseph G.","Lummis, Ben","Craig, Christopher",skipped,skipped,skipped,skipped,skipped
1615,"Lummis, Ben","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1616,"Craig, Christopher","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.","Grassi, Joseph G.","Price, Alan C.","Walser, Nancy","Fantini, Alfred B."
1617,"McGovern, Marc C.","Craig, Christopher","Lummis, Ben",skipped,"Walser, Nancy",skipped,skipped,skipped
1618,"Lummis, Ben","Price, Alan C.","McGovern, Marc C.","Craig, Christopher","Harding, Richard, Jr.",skipped,skipped,skipped
1619,"Price, Alan C.","Fantini, Alfred B.","Walser, Nancy","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped
1620,"McGovern, Marc C.","Walser, Nancy","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Price, Alan C.",skipped,skipped
1621,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1622,"Lummis, Ben","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1623,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
1624,"Walser, Nancy","Lummis, Ben","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1625,"Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1626,"Walser, Nancy","Lummis, Ben","Harding, Richard, Jr.","Price, Alan C.","McGovern, Marc C.",skipped,skipped,skipped
1627,"McGovern, Marc C.","Price, Alan C.","Lummis, Ben","Walser, Nancy","Harding, Richard, Jr.","Craig, Christopher","Grassi, Joseph G.","Fantini, Alfred B."
1628,"Grassi, Joseph G.","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1629,"Grassi, Joseph G.","Walser, Nancy","Lummis, Ben","Craig, Christopher","McGovern, Marc C.","Harding, Richard, Jr.","Fantini, Alfred B.","Price, Alan C."
1630,"McGovern, Marc C.","Price, Alan C.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
1631,"Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1632,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1633,"Price, Alan C.","Grassi, Joseph G.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1634,"Walser, Nancy","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
1635,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1636,"Price, Alan C.","Lummis, Ben","McGovern, Marc C.","Walser, Nancy",skipped,skipped,skipped,skipped
1637,"Walser, Nancy","Fantini, Alfred B.","Price, Alan C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
1638,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1639,"Price, Alan C.","Craig, Christopher",skipped,skipped,skipped,skipped,skipped,skipped
1640,"Lummis, Ben","Walser, Nancy","Craig, Christopher",skipped,skipped,skipped,skipped,skipped
1641,"Fantini, Alfred B.","Craig, Christopher",skipped,skipped,skipped,skipped,skipped,skipped
1642,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy","Price, Alan C.","McGovern, Marc C.","Craig, Christopher","Lummis, Ben"
1643,"McGovern, Marc C.","Price, Alan C.","Harding, Richard, Jr.","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped
1644,"Fantini, Alfred B.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped
1645,"Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped
1646,"Craig, Christopher","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1647,"McGovern, Marc C.","Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1648,"McGovern, Marc C.","Walser, Nancy","Harding, Richard, Jr.","Price, Alan C.",skipped,skipped,skipped,skipped
1649,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1650,"Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped,skipped
1651,"Walser, Nancy","Price, Alan C.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1652,"Walser, Nancy","Harding, Richard, Jr.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1653,"Fantini, Alfred B.","McGovern, Marc C.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","Price, Alan C.",skipped,skipped
1654,"Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy","Lummis, Ben","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped
1655,"Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Price, Alan C.","Walser, Nancy","Lummis, Ben","McGovern, Marc C.",skipped
1656,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1657,"Price, Alan C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1658,"Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
1659,"Price, Alan C.","Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy",skipped,skipped,skipped,skipped
1660,"Price, Alan C.","Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy",skipped,skipped,skipped,skipped
1661,"Lummis, Ben","McGovern, Marc C.","Harding, Richard, Jr.","Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped
1662,"McGovern, Marc C.","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Price, Alan C.","Walser, Nancy",skipped,skipped
1663,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1664,"Walser, Nancy","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1665,"Walser, Nancy","Lummis, Ben","Harding, Richard, Jr.","Price, Alan C.","Craig, Christopher","Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C."
1666,"Lummis, Ben","McGovern, Marc C.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1667,"Walser, Nancy","Lummis, Ben","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1668,"Lummis, Ben","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
1669,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped
1670,"Price, Alan C.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
1671,"Lummis, Ben","Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1672,"Price, Alan C.","Harding, Richard, Jr.","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Lummis, Ben","McGovern, Marc C.",skipped
1673,"McGovern, Marc C.","Lummis, Ben","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1674,"Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
1675,"Price, Alan C.","McGovern, Marc C.","Walser, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped
1676,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1677,"Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Craig, Christopher",skipped,skipped,skipped,skipped
1678,"Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Craig, Christopher",skipped,skipped,skipped,skipped
1679,"Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped
1680,"Walser, Nancy","Fantini, Alfred B.","Lummis, Ben","Price, Alan C.",skipped,skipped,skipped,skipped
1681,"Lummis, Ben","McGovern, Marc C.","Price, Alan C.","Walser, Nancy",skipped,skipped,skipped,skipped
1682,"Walser, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
1683,"Lummis, Ben","Craig, Christopher","McGovern, Marc C.","Price, Alan C.","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr."
1684,"McGovern, Marc C.","Price, Alan C.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1685,"McGovern, Marc C.","Lummis, Ben","Price, Alan C.","Walser, Nancy",skipped,skipped,skipped,skipped
1686,"Price, Alan C.","Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped
1687,"Lummis, Ben","Walser, Nancy","McGovern, Marc C.","Craig, Christopher","Price, Alan C.",skipped,"Grassi, Joseph G.","Fantini, Alfred B."
1688,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1689,"Price, Alan C.","Walser, Nancy","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped
1690,skipped,skipped,skipped,skipped,skipped,skipped,skipped,overvote
1691,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1692,"Price, Alan C.","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1693,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1694,"McGovern, Marc C.","Lummis, Ben","Craig, Christopher","Price, Alan C.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped
1695,"Lummis, Ben","McGovern, Marc C.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1696,"Walser, Nancy","Lummis, Ben","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Price, Alan C.","McGovern, Marc C.","Craig, Christopher"
1697,overvote,skipped,"Price, Alan C.","Craig, Christopher",skipped,skipped,skipped,skipped
1698,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1699,overvote,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
1700,"Walser, Nancy","Price, Alan C.","McGovern, Marc C.","Harding, Richard, Jr.","Grassi, Joseph G.","Craig, Christopher",skipped,skipped
1701,"Walser, Nancy","Price, Alan C.","McGovern, Marc C.","Craig, Christopher",skipped,skipped,skipped,skipped
1702,"Lummis, Ben","Harding, Richard, Jr.","Walser, Nancy","Grassi, Joseph G.","Price, Alan C.","McGovern, Marc C.","Fantini, Alfred B.","Craig, Christopher"
1703,"Craig, Christopher","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
1704,"Lummis, Ben","Price, Alan C.","Walser, Nancy","Craig, Christopher","McGovern, Marc C.","Grassi, Joseph G.","Harding, Richard, Jr.","Fantini, Alfred B."
1705,"Walser, Nancy","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1706,"Walser, Nancy","Price, Alan C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
1707,"Fantini, Alfred B.","Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben",skipped,skipped
1708,"Fantini, Alfred B.","Grassi, Joseph G.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1709,"Harding, Richard, Jr.","Price, Alan C.","Lummis, Ben","Walser, Nancy","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped
1710,"McGovern, Marc C.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben","Price, Alan C.",skipped,skipped,skipped
1711,"Lummis, Ben","Craig, Christopher","McGovern, Marc C.","Price, Alan C.","Harding, Richard, Jr.","Walser, Nancy",skipped,skipped
1712,"Lummis, Ben","Harding, Richard, Jr.","Craig, Christopher","McGovern, Marc C.","Walser, Nancy","Price, Alan C.","Grassi, Joseph G.",skipped
1713,"Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1714,"Craig, Christopher","Price, Alan C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
1715,"Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped
1716,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1717,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1718,"Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
1719,"Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1720,skipped,skipped,skipped,skipped,skipped,skipped,skipped,overvote
1721,"Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy","Price, Alan C.","McGovern, Marc C.","Craig, Christopher",skipped,skipped
1722,"Lummis, Ben","McGovern, Marc C.","Price, Alan C.","Walser, Nancy","Harding, Richard, Jr.","Grassi, Joseph G.","Craig, Christopher","Fantini, Alfred B."
1723,"Grassi, Joseph G.","Fantini, Alfred B.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1724,"Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped
1725,"Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped
1726,"Lummis, Ben","McGovern, Marc C.","Craig, Christopher",skipped,skipped,skipped,skipped,skipped
1727,"Lummis, Ben","Craig, Christopher","Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.","Price, Alan C.","McGovern, Marc C.","Walser, Nancy"
1728,"Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped,skipped
1729,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped
1730,"Harding, Richard, Jr.","Price, Alan C.","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped
1731,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1732,"Price, Alan C.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Craig, Christopher",skipped,skipped,skipped
1733,"Walser, Nancy","Price, Alan C.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1734,"Craig, Christopher","Fantini, Alfred B.","Grassi, Joseph G.","Lummis, Ben","McGovern, Marc C.","Price, Alan C.","Walser, Nancy",skipped
1735,"McGovern, Marc C.","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
1736,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1737,"Walser, Nancy","Harding, Richard, Jr.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1738,"McGovern, Marc C.","Fantini, Alfred B.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
1739,"Price, Alan C.","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1740,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1741,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1742,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1743,"Walser, Nancy","Harding, Richard, Jr.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1744,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1745,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1746,"Fantini, Alfred B.","Grassi, Joseph G.","Craig, Christopher",skipped,skipped,skipped,skipped,skipped
1747,"Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped,skipped
1748,"Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1749,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1750,"Lummis, Ben","Craig, Christopher","McGovern, Marc C.","Harding, Richard, Jr.","Grassi, Joseph G.","Price, Alan C.","Walser, Nancy","Fantini, Alfred B."
1751,"Grassi, Joseph G.","Walser, Nancy","McGovern, Marc C.","Price, Alan C.",skipped,"Craig, Christopher","Lummis, Ben","Harding, Richard, Jr."
1752,"Lummis, Ben","Harding, Richard, Jr.","McGovern, Marc C.","Price, Alan C.",skipped,skipped,skipped,skipped
1753,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1754,"McGovern, Marc C.","Lummis, Ben","Walser, Nancy","Craig, Christopher",skipped,skipped,skipped,skipped
1755,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1756,"Lummis, Ben","McGovern, Marc C.","Price, Alan C.","Craig, Christopher","Fantini, Alfred B.","Walser, Nancy",skipped,skipped
1757,"Price, Alan C.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben","Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Craig, Christopher"
1758,"Lummis, Ben","McGovern, Marc C.","Fantini, Alfred B.","Craig, Christopher","Walser, Nancy",skipped,skipped,skipped
1759,"Lummis, Ben","Price, Alan C.","Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped
1760,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1761,"Walser, Nancy","Grassi, Joseph G.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1762,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1763,"Lummis, Ben","Harding, Richard, Jr.","Grassi, Joseph G.","Walser, Nancy",skipped,skipped,skipped,skipped
1764,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped
1765,"McGovern, Marc C.","Lummis, Ben","Price, Alan C.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped
1766,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1767,"McGovern, Marc C.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped,skipped
1768,"Price, Alan C.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.","Walser, Nancy",skipped,skipped,skipped
1769,"Craig, Christopher","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1770,"Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped,skipped
1771,"McGovern, Marc C.","Lummis, Ben","Price, Alan C.","Harding, Richard, Jr.","Walser, Nancy",skipped,skipped,skipped
1772,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1773,"Walser, Nancy","Lummis, Ben","Price, Alan C.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped
1774,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped
1775,"McGovern, Marc C.","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1776,"Walser, Nancy","Lummis, Ben","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1777,"Walser, Nancy","Harding, Richard, Jr.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1778,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1779,"Price, Alan C.","Walser, Nancy","McGovern, Marc C.","Lummis, Ben",skipped,skipped,skipped,skipped
1780,"Walser, Nancy","McGovern, Marc C.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1781,"McGovern, Marc C.","Walser, Nancy","Lummis, Ben","Price, Alan C.","Craig, Christopher",skipped,skipped,skipped
1782,"Lummis, Ben","Harding, Richard, Jr.","Price, Alan C.","McGovern, Marc C.",skipped,skipped,skipped,skipped
1783,"McGovern, Marc C.","Lummis, Ben","Price, Alan C.","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped
1784,"McGovern, Marc C.","Price, Alan C.","Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy","Craig, Christopher",skipped,skipped
1785,"Price, Alan C.","Lummis, Ben","Walser, Nancy","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped
1786,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1787,"Price, Alan C.","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
1788,"Lummis, Ben","McGovern, Marc C.","Craig, Christopher",skipped,skipped,skipped,skipped,skipped
1789,"Walser, Nancy","Fantini, Alfred B.","Price, Alan C.","Grassi, Joseph G.","Harding, Richard, Jr.","Craig, Christopher","McGovern, Marc C.","Lummis, Ben"
1790,"Harding, Richard, Jr.","Price, Alan C.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
1791,"Lummis, Ben",skipped,"Craig, Christopher","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped
1792,"Walser, Nancy","Harding, Richard, Jr.","Price, Alan C.","Lummis, Ben",skipped,skipped,skipped,skipped
1793,"Walser, Nancy","Lummis, Ben","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
1794,"Walser, Nancy","Grassi, Joseph G.",skipped,overvote,skipped,skipped,skipped,skipped
1795,"Walser, Nancy","Harding, Richard, Jr.","Price, Alan C.","Lummis, Ben",skipped,skipped,skipped,skipped
1796,"Price, Alan C.","Lummis, Ben","McGovern, Marc C.","Walser, Nancy",skipped,skipped,skipped,skipped
1797,"Fantini, Alfred B.","Grassi, Joseph G.","Craig, Christopher",skipped,skipped,skipped,skipped,skipped
1798,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1799,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1800,"Lummis, Ben","Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
1801,"Craig, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1802,"Price, Alan C.","Lummis, Ben","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1803,"Craig, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1804,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1805,"Walser, Nancy","Grassi, Joseph G.","Fantini, Alfred B.","Lummis, Ben",skipped,skipped,skipped,skipped
1806,"Grassi, Joseph G.","Walser, Nancy","McGovern, Marc C.","Lummis, Ben","Fantini, Alfred B.","Price, Alan C.","Harding, Richard, Jr.",skipped
1807,"Fantini, Alfred B.","Harding, Richard, Jr.","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1808,"Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1809,"Lummis, Ben","Price, Alan C.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
1810,"Lummis, Ben","Price, Alan C.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
1811,"Grassi, Joseph G.","Fantini, Alfred B.","Lummis, Ben","Harding, Richard, Jr.","Price, Alan C.","Walser, Nancy","McGovern, Marc C.",skipped
1812,"Lummis, Ben","Grassi, Joseph G.","Walser, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped
1813,"Walser, Nancy","Fantini, Alfred B.","Price, Alan C.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped
1814,"Walser, Nancy","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
1815,"Walser, Nancy","Price, Alan C.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
1816,"McGovern, Marc C.","Walser, Nancy","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
1817,"Lummis, Ben","Walser, Nancy","Price, Alan C.","Craig, Christopher","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped
1818,"Price, Alan C.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped
1819,"Walser, Nancy","Price, Alan C.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
1820,"Price, Alan C.","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped
1821,"Lummis, Ben","Walser, Nancy","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1822,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1823,"Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
1824,"Price, Alan C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
1825,"Walser, Nancy","Price, Alan C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
1826,"Walser, Nancy","McGovern, Marc C.","Fantini, Alfred B.",skipped,"Price, Alan C.",skipped,skipped,skipped
1827,"Harding, Richard, Jr.","Price, Alan C.","Lummis, Ben","Craig, Christopher",skipped,skipped,skipped,skipped
1828,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1829,"Walser, Nancy","Lummis, Ben","Price, Alan C.",skipped,skipped,skipped,skipped,skipped
1830,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1831,"McGovern, Marc C.","Lummis, Ben","Price, Alan C.","Walser, Nancy",skipped,skipped,skipped,skipped
1832,"Walser, Nancy","Price, Alan C.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped
1833,"Fantini, Alfred B.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped
1834,"Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
1835,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben",skipped,skipped,skipped
1836,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben","Price, Alan C.",skipped,skipped
1837,"Harding, Richard, Jr.","Walser, Nancy","Price, Alan C.","Lummis, Ben",skipped,skipped,skipped,skipped
1838,"McGovern, Marc C.","Fantini, Alfred B.","Walser, Nancy","Price, Alan C.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped
1839,"Lummis, Ben","McGovern, Marc C.","Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Craig, Christopher","Price, Alan C.","Walser, Nancy"
1840,"McGovern, Marc C.","Price, Alan C.","Lummis, Ben","Walser, Nancy","Harding, Richard, Jr.","Craig, Christopher","Grassi, Joseph G.","Fantini, Alfred B."
1841,"Walser, Nancy","McGovern, Marc C.","Harding, Richard, Jr.","Price, Alan C.","Grassi, Joseph G.","Lummis, Ben","Fantini, Alfred B.","Craig, Christopher"
1842,"Price, Alan C.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1843,"Price, Alan C.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1844,"Price, Alan C.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1845,"Price, Alan C.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
1846,"Lummis, Ben","Price, Alan C.","Harding, Richard, Jr.","Walser, Nancy","McGovern, Marc C.",skipped,skipped,skipped
1847,"McGovern, Marc C.","Craig, Christopher","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped
1848,"McGovern, Marc C.","Price, Alan C.","Craig, Christopher","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped
1849,"Lummis, Ben","Craig, Christopher","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
