ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5293,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",5294,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo']",5295,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5296,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5297,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5298,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'skipped', 'skipped']",5299,Joseph M. Maestas,Kate I. Noble,Alan Webber,skipped,skipped
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",5300,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",5301,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",5302,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5303,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5304,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5305,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5306,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble']",5307,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo', 'skipped']",5308,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo', 'Alan Webber']",5309,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",5310,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",5311,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",5312,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber']",5313,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
"['Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives']",5314,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Alan Webber,Peter N. Ives
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",5315,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5316,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'skipped', 'skipped']",5317,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",5318,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5319,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5320,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",5321,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Kate I. Noble']",5322,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped', 'skipped']",5323,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",5324,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5325,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",5326,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5327,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber']",5328,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Alan Webber
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble']",5329,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",5330,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'skipped', 'skipped']",5331,Kate I. Noble,Peter N. Ives,Alan Webber,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble']",5332,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5333,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble']",5334,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Kate I. Noble
"['Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas']",5335,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas
"['Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",5336,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble']",5337,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives']",5338,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5339,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",5340,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5341,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5342,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5343,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",5344,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",5345,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5346,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber']",5347,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",5348,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",5349,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5350,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'skipped', 'skipped']",5351,Peter N. Ives,Kate I. Noble,Alan Webber,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5352,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",5353,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",5354,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped']",5355,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'skipped']",5356,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,skipped
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",5357,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped']",5358,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,skipped
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",5359,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5360,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",5361,Joseph M. Maestas,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",5362,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",5363,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5364,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble']",5365,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",5366,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives']",5367,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5368,Alan Webber,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber']",5369,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Alan Webber
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'skipped', 'skipped']",5370,Joseph M. Maestas,Alan Webber,Kate I. Noble,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",5371,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped']",5372,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",5373,Joseph M. Maestas,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber']",5374,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Alan Webber
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives']",5375,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",5376,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo']",5377,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber']",5378,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Alan Webber
"['Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives']",5379,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5380,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped']",5381,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped']",5382,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",5383,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",5384,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'skipped', 'skipped', 'skipped']",5385,Alan Webber,Peter N. Ives,skipped,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",5386,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",5387,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5388,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",5389,Joseph M. Maestas,Alan Webber,Peter N. Ives,skipped,skipped
"['Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber']",5390,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Alan Webber
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'skipped', 'skipped']",5391,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
"['Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives']",5392,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5393,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",5394,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5395,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",5396,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",5397,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble']",5398,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",5399,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5400,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives']",5401,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",5402,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo']",5403,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5404,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5405,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",5406,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",5407,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5408,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble']",5409,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5410,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5411,Alan Webber,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",5412,Alan Webber,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5413,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",5414,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped', 'skipped']",5415,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped
"['Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble']",5416,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Alan Webber,Kate I. Noble
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5417,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5418,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",5419,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",5420,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",5421,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives']",5422,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Alan Webber,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",5423,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",5424,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo', 'Alan Webber']",5425,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",5426,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
