ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16
2987,"Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Seidel, Sam","Maher, David P.","Janik, Jonathan S.","Sullivan, Edward J.","Murphy, Brian","Podgers, Kathy","Ward, Larry W.","Moore, M. Kevin","Moree, Gregg J.","Galluccio, Anthony D.","Kelley, Craig A.","Reeves, Kenneth E."
2988,"Janik, Jonathan S.","Davis, Henrietta","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Kelley, Craig A.","Simmons, E. Denise","Galluccio, Anthony D.","Seidel, Sam","Murphy, Brian","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped
2989,"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2990,"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.","Moore, M. Kevin","Moree, Gregg J.","Seidel, Sam","Murphy, Brian","Reeves, Kenneth E.","Podgers, Kathy","Ward, Larry W.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped
2991,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2992,"Simmons, E. Denise","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2993,"Simmons, E. Denise","Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2994,"Reeves, Kenneth E.","Maher, David P.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2995,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2996,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2997,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2998,"Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2999,"Janik, Jonathan S.","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Ward, Larry W.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3000,"Toomey, Timothy J., Jr.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3001,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3002,"Toomey, Timothy J., Jr.","Kelley, Craig A.","Galluccio, Anthony D.","Sullivan, Edward J.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3003,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Murphy, Brian","Decker, Marjorie C.","Kelley, Craig A.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3004,"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3005,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3006,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3007,"Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Davis, Henrietta","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3008,"Maher, David P.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3009,"Toomey, Timothy J., Jr.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3010,"Janik, Jonathan S.","Sullivan, Edward J.","Kelley, Craig A.","Maher, David P.","Simmons, E. Denise","Davis, Henrietta","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped
3011,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Davis, Henrietta","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3012,"Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3013,"Seidel, Sam","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3014,"Toomey, Timothy J., Jr.","Murphy, Brian","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3015,"Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3016,"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Kelley, Craig A.","Reeves, Kenneth E.","Simmons, E. Denise","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3017,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3018,"Galluccio, Anthony D.","Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3019,"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3020,"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Podgers, Kathy","Moree, Gregg J.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Maher, David P.","Moore, M. Kevin","Murphy, Brian","Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Kelley, Craig A.","Reeves, Kenneth E."
3021,"Toomey, Timothy J., Jr.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3022,"Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3023,"Reeves, Kenneth E.","Maher, David P.","Simmons, E. Denise","Decker, Marjorie C.","Ward, Larry W.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3024,"Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3025,"Maher, David P.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3026,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.","Simmons, E. Denise","Sullivan, Edward J.","Reeves, Kenneth E.","Ward, Larry W.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3027,"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3028,"Sullivan, Edward J.","Moore, M. Kevin","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3029,"Ward, Larry W.","Moree, Gregg J.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3030,"Reeves, Kenneth E.","Ward, Larry W.","Decker, Marjorie C.","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3031,"Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Maher, David P.","Moree, Gregg J.","Podgers, Kathy","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Ward, Larry W.","Murphy, Brian","Kelley, Craig A.","Moore, M. Kevin","Janik, Jonathan S.","Seidel, Sam",skipped
3032,"Reeves, Kenneth E.","Sullivan, Edward J.","Seidel, Sam","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Ward, Larry W.","Moore, M. Kevin","Murphy, Brian","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Maher, David P.","Podgers, Kathy","Galluccio, Anthony D.","Kelley, Craig A.","Moree, Gregg J."
3033,"Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3034,"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3035,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3036,"Reeves, Kenneth E.","Moore, M. Kevin","Murphy, Brian","Moree, Gregg J.","Podgers, Kathy","Simmons, E. Denise","Sullivan, Edward J.","Ward, Larry W.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Seidel, Sam","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Janik, Jonathan S."
3037,"Reeves, Kenneth E.","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3038,"Reeves, Kenneth E.","Sullivan, Edward J.","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3039,"Decker, Marjorie C.","Galluccio, Anthony D.",skipped,"Janik, Jonathan S.","Kelley, Craig A.",skipped,"Maher, David P.","Moore, M. Kevin",skipped,"Moree, Gregg J.","Murphy, Brian","Podgers, Kathy",skipped,skipped,skipped,skipped
3040,"Ward, Larry W.","Kelley, Craig A.","Moore, M. Kevin","Simmons, E. Denise","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3041,"Murphy, Brian","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3042,"Murphy, Brian",skipped,"Decker, Marjorie C.","Ward, Larry W.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3043,"Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3044,"Toomey, Timothy J., Jr.","Davis, Henrietta","Murphy, Brian","Galluccio, Anthony D.","Decker, Marjorie C.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3045,"Murphy, Brian","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Galluccio, Anthony D.","Kelley, Craig A.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3046,"Reeves, Kenneth E.","Simmons, E. Denise","Galluccio, Anthony D.","Kelley, Craig A.","Murphy, Brian","Podgers, Kathy","Seidel, Sam","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Janik, Jonathan S.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J."
3047,"Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3048,"Reeves, Kenneth E.","Simmons, E. Denise","Kelley, Craig A.","Seidel, Sam","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3049,"Reeves, Kenneth E.","Kelley, Craig A.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Seidel, Sam","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3050,"Simmons, E. Denise","Murphy, Brian","Decker, Marjorie C.","Ward, Larry W.","Davis, Henrietta","Seidel, Sam","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3051,"Simmons, E. Denise","Sullivan, Edward J.","Moree, Gregg J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3052,"Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3053,"Moore, M. Kevin","Sullivan, Edward J.","Galluccio, Anthony D.","Simmons, E. Denise","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Ward, Larry W.","Seidel, Sam","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Moree, Gregg J.","Reeves, Kenneth E.","Murphy, Brian","Podgers, Kathy"
3054,"Reeves, Kenneth E.","Seidel, Sam","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3055,"Moore, M. Kevin","Galluccio, Anthony D.","Ward, Larry W.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3056,"Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3057,"Kelley, Craig A.","Moore, M. Kevin","Maher, David P.","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S."
3058,"Reeves, Kenneth E.","Ward, Larry W.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3059,"Moore, M. Kevin","Galluccio, Anthony D.","Ward, Larry W.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3060,"Reeves, Kenneth E.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3061,"Moore, M. Kevin","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3062,"Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Kelley, Craig A.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3063,"Davis, Henrietta","Reeves, Kenneth E.","Sullivan, Edward J.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3064,"Toomey, Timothy J., Jr.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3065,"Reeves, Kenneth E.","Janik, Jonathan S.","Sullivan, Edward J.","Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3066,"Maher, David P.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3067,"Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Moree, Gregg J.","Sullivan, Edward J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3068,"Reeves, Kenneth E.","Galluccio, Anthony D.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3069,"Galluccio, Anthony D.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3070,"Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3071,"Janik, Jonathan S.","Sullivan, Edward J.","Ward, Larry W.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Reeves, Kenneth E.","Murphy, Brian","Kelley, Craig A.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Maher, David P.","Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C."
3072,"Galluccio, Anthony D.","Sullivan, Edward J.","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3073,"Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Reeves, Kenneth E.","Kelley, Craig A.","Galluccio, Anthony D.","Maher, David P.","Seidel, Sam","Moore, M. Kevin","Murphy, Brian","Simmons, E. Denise","Sullivan, Edward J.","Podgers, Kathy","Toomey, Timothy J., Jr.","Janik, Jonathan S.",skipped
3074,"Reeves, Kenneth E.","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3075,"Simmons, E. Denise","Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Davis, Henrietta","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3076,"Galluccio, Anthony D.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3077,"Galluccio, Anthony D.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3078,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3079,"Moore, M. Kevin","Moree, Gregg J.","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3080,"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3081,"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3082,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3083,"Murphy, Brian","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Sullivan, Edward J.","Ward, Larry W.","Kelley, Craig A.","Moore, M. Kevin","Moree, Gregg J.","Janik, Jonathan S.","Podgers, Kathy","Seidel, Sam"
3084,"Simmons, E. Denise","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
