ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16
9861,"Reeves, Kenneth E.","Murphy, Brian","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9862,"Murphy, Brian","Davis, Henrietta","Reeves, Kenneth E.","Kelley, Craig A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9863,"Davis, Henrietta","Reeves, Kenneth E.","Janik, Jonathan S.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9864,"Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9865,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9866,"Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9867,"Simmons, E. Denise","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9868,"Ward, Larry W.","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Kelley, Craig A.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped
9869,"Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9870,"Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9871,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9872,"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9873,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9874,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9875,"Seidel, Sam","Murphy, Brian","Decker, Marjorie C.","Simmons, E. Denise","Janik, Jonathan S.","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9876,"Maher, David P.","Sullivan, Edward J.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9877,"Murphy, Brian","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.","Janik, Jonathan S.","Simmons, E. Denise","Reeves, Kenneth E.","Sullivan, Edward J.","Ward, Larry W.","Davis, Henrietta","Maher, David P.","Moore, M. Kevin","Podgers, Kathy","Moree, Gregg J.","Galluccio, Anthony D."
9878,"Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9879,"Podgers, Kathy","Moore, M. Kevin","Moree, Gregg J.","Seidel, Sam","Ward, Larry W.","Janik, Jonathan S.","Kelley, Craig A.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9880,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9881,"Sullivan, Edward J.","Seidel, Sam","Ward, Larry W.","Murphy, Brian","Moree, Gregg J.","Moore, M. Kevin","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9882,"Podgers, Kathy","Kelley, Craig A.","Simmons, E. Denise","Ward, Larry W.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Sullivan, Edward J.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9883,"Janik, Jonathan S.","Davis, Henrietta","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9884,"Sullivan, Edward J.","Decker, Marjorie C.","Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9885,"Murphy, Brian","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Janik, Jonathan S.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9886,"Decker, Marjorie C.","Simmons, E. Denise","Kelley, Craig A.","Maher, David P.","Sullivan, Edward J.","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Toomey, Timothy J., Jr.","Ward, Larry W.","Davis, Henrietta","Podgers, Kathy","Janik, Jonathan S.",skipped,skipped,skipped
9887,"Reeves, Kenneth E.","Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9888,"Kelley, Craig A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Seidel, Sam","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9889,skipped,"Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9890,"Seidel, Sam","Galluccio, Anthony D.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9891,"Podgers, Kathy","Seidel, Sam","Ward, Larry W.","Moore, M. Kevin","Kelley, Craig A.","Maher, David P.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Janik, Jonathan S.","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped
9892,"Kelley, Craig A.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9893,"Seidel, Sam","Janik, Jonathan S.","Ward, Larry W.","Davis, Henrietta","Murphy, Brian","Maher, David P.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9894,"Simmons, E. Denise","Murphy, Brian","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9895,"Ward, Larry W.","Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9896,"Kelley, Craig A.","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Janik, Jonathan S.","Murphy, Brian","Simmons, E. Denise","Toomey, Timothy J., Jr.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9897,"Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9898,"Sullivan, Edward J.","Galluccio, Anthony D.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9899,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Murphy, Brian","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9900,"Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9901,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9902,"Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9903,"Kelley, Craig A.","Decker, Marjorie C.","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9904,"Davis, Henrietta","Seidel, Sam","Podgers, Kathy","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9905,"Sullivan, Edward J.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9906,"Murphy, Brian","Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9907,"Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9908,"Ward, Larry W.","Seidel, Sam","Galluccio, Anthony D.","Reeves, Kenneth E.","Maher, David P.","Sullivan, Edward J.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Podgers, Kathy","Moree, Gregg J.","Moore, M. Kevin","Janik, Jonathan S.","Kelley, Craig A."
9909,"Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9910,"Simmons, E. Denise","Ward, Larry W.","Seidel, Sam","Janik, Jonathan S.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Toomey, Timothy J., Jr.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9911,"Simmons, E. Denise","Ward, Larry W.","Davis, Henrietta","Seidel, Sam","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Murphy, Brian","Janik, Jonathan S.","Podgers, Kathy","Maher, David P.","Moore, M. Kevin",skipped,skipped,skipped,skipped
9912,"Seidel, Sam","Davis, Henrietta","Kelley, Craig A.","Simmons, E. Denise","Maher, David P.","Janik, Jonathan S.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9913,"Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9914,"Davis, Henrietta","Seidel, Sam","Murphy, Brian","Kelley, Craig A.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9915,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9916,"Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.","Janik, Jonathan S.","Moree, Gregg J.","Moore, M. Kevin","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9917,"Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9918,"Seidel, Sam","Decker, Marjorie C.","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9919,"Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9920,"Podgers, Kathy","Kelley, Craig A.","Simmons, E. Denise","Ward, Larry W.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Sullivan, Edward J.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9921,"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9922,"Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise","Seidel, Sam","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9923,"Davis, Henrietta","Seidel, Sam","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9924,"Reeves, Kenneth E.","Davis, Henrietta","Toomey, Timothy J., Jr.","Murphy, Brian","Seidel, Sam","Janik, Jonathan S.","Decker, Marjorie C.","Moore, M. Kevin","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9925,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Edward J.","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9926,"Murphy, Brian","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9927,"Simmons, E. Denise","Ward, Larry W.","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9928,"Seidel, Sam","Sullivan, Edward J.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9929,"Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9930,"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9931,"Kelley, Craig A.","Seidel, Sam","Davis, Henrietta","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9932,"Murphy, Brian","Reeves, Kenneth E.","Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9933,"Davis, Henrietta","Decker, Marjorie C.","Janik, Jonathan S.","Maher, David P.","Kelley, Craig A.","Galluccio, Anthony D.","Moore, M. Kevin","Murphy, Brian","Moree, Gregg J.","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Ward, Larry W."
9934,"Seidel, Sam","Kelley, Craig A.","Janik, Jonathan S.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9935,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Ward, Larry W.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9936,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9937,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9938,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Ward, Larry W.","Reeves, Kenneth E.","Seidel, Sam","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Sullivan, Edward J.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy",skipped
9939,"Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Seidel, Sam","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9940,"Podgers, Kathy","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9941,"Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9942,"Ward, Larry W.","Janik, Jonathan S.","Sullivan, Edward J.","Moore, M. Kevin","Seidel, Sam","Moree, Gregg J.","Podgers, Kathy","Murphy, Brian","Reeves, Kenneth E.","Maher, David P.","Simmons, E. Denise","Kelley, Craig A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta"
9943,"Decker, Marjorie C.","Murphy, Brian","Reeves, Kenneth E.","Sullivan, Edward J.","Seidel, Sam","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9944,"Murphy, Brian","Reeves, Kenneth E.","Decker, Marjorie C.","Ward, Larry W.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Seidel, Sam","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9945,"Murphy, Brian","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Kelley, Craig A.","Ward, Larry W.","Seidel, Sam","Podgers, Kathy","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped
9946,"Seidel, Sam","Maher, David P.","Janik, Jonathan S.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9947,"Seidel, Sam","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9948,"Janik, Jonathan S.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9949,"Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Davis, Henrietta","Galluccio, Anthony D.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Maher, David P.","Moore, M. Kevin","Janik, Jonathan S.","Ward, Larry W.","Simmons, E. Denise","Sullivan, Edward J.","Moree, Gregg J.",skipped
9950,"Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Kelley, Craig A.","Maher, David P."
9951,"Seidel, Sam","Janik, Jonathan S.","Ward, Larry W.","Simmons, E. Denise","Murphy, Brian","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9952,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9953,"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9954,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9955,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Simmons, E. Denise","Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9956,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9957,"Galluccio, Anthony D.","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Murphy, Brian","Ward, Larry W.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9958,"Reeves, Kenneth E.","Davis, Henrietta","Murphy, Brian","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9959,"Davis, Henrietta","Galluccio, Anthony D.","Ward, Larry W.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Maher, David P.","Kelley, Craig A.","Murphy, Brian","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9960,"Seidel, Sam","Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9961,"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Kelley, Craig A.","Reeves, Kenneth E.","Podgers, Kathy","Murphy, Brian","Moree, Gregg J.","Toomey, Timothy J., Jr.","Ward, Larry W.","Sullivan, Edward J.","Seidel, Sam","Moore, M. Kevin","Janik, Jonathan S."
9962,"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9963,"Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9964,"Decker, Marjorie C.","Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9965,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Edward J.","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9966,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9967,"Murphy, Brian","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9968,"Simmons, E. Denise","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9969,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9970,"Sullivan, Edward J.","Ward, Larry W.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9971,"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9972,"Reeves, Kenneth E.","Seidel, Sam","Decker, Marjorie C.","Davis, Henrietta","Janik, Jonathan S.","Simmons, E. Denise","Galluccio, Anthony D.","Podgers, Kathy","Sullivan, Edward J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped
9973,"Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Seidel, Sam","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9974,"Seidel, Sam","Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Ward, Larry W.","Kelley, Craig A.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9975,"Davis, Henrietta","Murphy, Brian","Galluccio, Anthony D.","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9976,"Seidel, Sam","Kelley, Craig A.","Ward, Larry W.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9977,"Decker, Marjorie C.","Moore, M. Kevin","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9978,"Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9979,"Seidel, Sam","Ward, Larry W.","Janik, Jonathan S.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped
9980,"Seidel, Sam","Davis, Henrietta","Ward, Larry W.","Kelley, Craig A.","Simmons, E. Denise","Murphy, Brian","Decker, Marjorie C.","Janik, Jonathan S.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
9981,"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Sullivan, Edward J.","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped
9982,"Seidel, Sam","Davis, Henrietta","Janik, Jonathan S.","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9983,"Seidel, Sam","Galluccio, Anthony D.","Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9984,"Seidel, Sam","Murphy, Brian","Davis, Henrietta","Janik, Jonathan S.","Moore, M. Kevin","Maher, David P.","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Kelley, Craig A.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped
9985,"Sullivan, Edward J.","Maher, David P.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
