ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12
169,"MacArthur, William","Kadete, Elechi M.","Crutchfield, Jake W.","Nolan, Patricia M.",Write-In 01,"Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped
170,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
171,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
172,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
173,"Kimbrough, Laurance V.","Weinstein, David J.","Nolan, Patricia M.","Cronin, Fran A.","Dexter, Emily R.","Bowman, Manikka L.","MacArthur, William","Kadete, Elechi M.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped
174,"Mitros, Piotr Flawiusz","Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
175,"Kelly, Kathleen M.","Fantini, Alfred B.","Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
176,"Mitros, Piotr Flawiusz","Kadete, Elechi M.","Cronin, Fran A.","Crutchfield, Jake W.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
177,"Kelly, Kathleen M.","Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
178,"Bowman, Manikka L.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
179,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
180,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
181,"Fantini, Alfred B.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
182,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
183,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran A.","MacArthur, William","Kadete, Elechi M.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped
184,"Cronin, Fran A.","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
185,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
186,"Kelly, Kathleen M.","Cronin, Fran A.","Nolan, Patricia M.","Dexter, Emily R.","Fantini, Alfred B.","Bowman, Manikka L.","Kadete, Elechi M.","MacArthur, William","Mitros, Piotr Flawiusz","Kimbrough, Laurance V.",skipped,skipped
187,"Kelly, Kathleen M.","Cronin, Fran A.","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
188,"Kelly, Kathleen M.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
189,"Kelly, Kathleen M.","Dexter, Emily R.","Kimbrough, Laurance V.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
191,"Dexter, Emily R.","Nolan, Patricia M.","Weinstein, David J.","Mitros, Piotr Flawiusz","MacArthur, William","Kadete, Elechi M.","Crutchfield, Jake W.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped
192,"Dexter, Emily R.","Mitros, Piotr Flawiusz","Kimbrough, Laurance V.","Weinstein, David J.","Nolan, Patricia M.","MacArthur, William","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
193,"Dexter, Emily R.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
194,"Fantini, Alfred B.","Kimbrough, Laurance V.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
195,"Bowman, Manikka L.","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
196,"Dexter, Emily R.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
197,"Kimbrough, Laurance V.","Crutchfield, Jake W.","Weinstein, David J.","Kadete, Elechi M.","Nolan, Patricia M.","Cronin, Fran A.","Fantini, Alfred B.","Kelly, Kathleen M.","Mitros, Piotr Flawiusz","Dexter, Emily R.","Bowman, Manikka L.","MacArthur, William"
198,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
199,"Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","MacArthur, William",skipped,skipped,skipped,skipped,skipped
200,"Kimbrough, Laurance V.","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
201,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
203,"Kimbrough, Laurance V.","Dexter, Emily R.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Kadete, Elechi M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped
204,"Kelly, Kathleen M.","Kimbrough, Laurance V.","Bowman, Manikka L.","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
205,"Nolan, Patricia M.","Cronin, Fran A.","Kimbrough, Laurance V.","Dexter, Emily R.","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
206,"Kadete, Elechi M.","Crutchfield, Jake W.","Weinstein, David J.","Mitros, Piotr Flawiusz","MacArthur, William","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
207,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
208,"Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran A.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped
209,"Nolan, Patricia M.","Cronin, Fran A.","Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
210,"Mitros, Piotr Flawiusz","MacArthur, William","Nolan, Patricia M.","Dexter, Emily R.","Crutchfield, Jake W.","Kadete, Elechi M.","Cronin, Fran A.","Weinstein, David J.",skipped,skipped,skipped,skipped
211,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
212,"Crutchfield, Jake W.","MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
213,"Bowman, Manikka L.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","Kelly, Kathleen M.","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
214,"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
215,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
216,"Fantini, Alfred B.","Kelly, Kathleen M.","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
217,"Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
218,"Dexter, Emily R.","Cronin, Fran A.","Kadete, Elechi M.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
219,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran A.","Bowman, Manikka L.","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
220,"Nolan, Patricia M.","MacArthur, William","Dexter, Emily R.","Bowman, Manikka L.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
221,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran A.","Bowman, Manikka L.","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
222,"Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.","Bowman, Manikka L.","Mitros, Piotr Flawiusz","MacArthur, William","Kimbrough, Laurance V.","Crutchfield, Jake W.","Cronin, Fran A.",skipped,skipped
223,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
224,"Kelly, Kathleen M.","Kadete, Elechi M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
225,"Fantini, Alfred B.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
226,"Fantini, Alfred B.","Bowman, Manikka L.","Kimbrough, Laurance V.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
227,"Cronin, Fran A.","Bowman, Manikka L.","Kimbrough, Laurance V.","MacArthur, William","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
228,"Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
229,"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
230,"Cronin, Fran A.","Bowman, Manikka L.","Kimbrough, Laurance V.","MacArthur, William","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
231,"Dexter, Emily R.","Kimbrough, Laurance V.","Kadete, Elechi M.","Bowman, Manikka L.","Cronin, Fran A.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
232,"Mitros, Piotr Flawiusz","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
233,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
234,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
235,"Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
236,"Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
237,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
238,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
239,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran A.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
240,"Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
241,"Nolan, Patricia M.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Dexter, Emily R.","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
242,"Nolan, Patricia M.","Fantini, Alfred B.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
243,"Nolan, Patricia M.","Fantini, Alfred B.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
244,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
245,"Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
246,"Crutchfield, Jake W.","Dexter, Emily R.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
247,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
248,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
249,"Kadete, Elechi M.","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
250,"Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
251,"Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
252,"Weinstein, David J.","Crutchfield, Jake W.","Cronin, Fran A.","Kadete, Elechi M.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped
253,"Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
254,"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
255,"Nolan, Patricia M.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Weinstein, David J.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped
256,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
257,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
258,"Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran A.","Dexter, Emily R.","Kimbrough, Laurance V.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
259,"Mitros, Piotr Flawiusz","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
260,"Dexter, Emily R.","Crutchfield, Jake W.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
261,"Nolan, Patricia M.","Kimbrough, Laurance V.","Kadete, Elechi M.","Bowman, Manikka L.","Dexter, Emily R.","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
262,"Kelly, Kathleen M.","Kimbrough, Laurance V.","Dexter, Emily R.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
263,"Fantini, Alfred B.","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran A.","Crutchfield, Jake W.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Weinstein, David J."
264,"Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Fantini, Alfred B.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
265,"Dexter, Emily R.","Bowman, Manikka L.","Crutchfield, Jake W.","Kelly, Kathleen M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped
266,"Weinstein, David J.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Crutchfield, Jake W.","Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
267,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
268,"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
269,"Bowman, Manikka L.","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
270,"Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
271,"Fantini, Alfred B.","Dexter, Emily R.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
272,"Dexter, Emily R.","Kelly, Kathleen M.","MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
273,"Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Kadete, Elechi M.","Crutchfield, Jake W.","Cronin, Fran A.",skipped,skipped,skipped,skipped
274,"Bowman, Manikka L.","Nolan, Patricia M.","Kimbrough, Laurance V.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
275,"Crutchfield, Jake W.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
276,"Fantini, Alfred B.","Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
277,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
278,"Kimbrough, Laurance V.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
279,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
280,"Fantini, Alfred B.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
281,"Bowman, Manikka L.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
282,"Mitros, Piotr Flawiusz","MacArthur, William","Dexter, Emily R.","Kimbrough, Laurance V.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
283,"Nolan, Patricia M.","Bowman, Manikka L.","Weinstein, David J.","Kelly, Kathleen M.","Cronin, Fran A.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
284,"Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Cronin, Fran A.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
285,"Fantini, Alfred B.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Cronin, Fran A.","Crutchfield, Jake W.","Dexter, Emily R.","MacArthur, William","Kelly, Kathleen M.","Kadete, Elechi M."
286,"Kimbrough, Laurance V.","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
287,"Crutchfield, Jake W.","Nolan, Patricia M.","Bowman, Manikka L.","MacArthur, William","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
288,"Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
289,"MacArthur, William","Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Weinstein, David J.","Mitros, Piotr Flawiusz","Kadete, Elechi M.","Cronin, Fran A.","Kimbrough, Laurance V.","Crutchfield, Jake W.",skipped
