ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
179,"Kadete, Elechi M.","Cronin, Fran Albin","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
180,"Nolan, Patricia M.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
181,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Bowman, Manikka L.","Weinstein, David J.","Dexter, Emily R.","Kadete, Elechi M."
182,"Crutchfield, Jake W.","Bowman, Manikka L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
183,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
184,"Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
185,"Harding, Jr., Richard","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M."
186,"Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
187,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
188,"Crutchfield, Jake W.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
189,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
191,"Bowman, Manikka L.","Cronin, Fran Albin","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
192,"Fantini, Alfred B.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
193,"Fantini, Alfred B.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
194,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
195,"Bowman, Manikka L.","Harding, Jr., Richard",skipped,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
196,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
197,"Kadete, Elechi M.","Harding, Jr., Richard","Crutchfield, Jake W.","Cronin, Fran Albin","Cisternino, Pia","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
198,"Harding, Jr., Richard","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
199,"Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Bowman, Manikka L.","Weinstein, David J.","Cisternino, Pia","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard"
200,"Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
201,"Bowman, Manikka L.","Cisternino, Pia","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
203,"Harding, Jr., Richard","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
204,"Bowman, Manikka L.","Crutchfield, Jake W.","Harding, Jr., Richard","Weinstein, David J.","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
205,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
206,"Harding, Jr., Richard","Cisternino, Pia","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
207,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
208,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
209,"Cronin, Fran Albin","Bowman, Manikka L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
210,"Bowman, Manikka L.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
211,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
212,"Cronin, Fran Albin","Bowman, Manikka L.","Fantini, Alfred B.","Kelly, Kathleen M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
213,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
214,"Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia","Bowman, Manikka L.","Cronin, Fran Albin","Fantini, Alfred B.","Kadete, Elechi M.","Harding, Jr., Richard","Weinstein, David J."
215,"Harding, Jr., Richard","Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L."
216,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
217,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
218,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
219,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
220,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
221,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
222,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
223,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
224,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
225,"Kelly, Kathleen M.",skipped,"Bowman, Manikka L.",skipped,writein,skipped,skipped,skipped,skipped,skipped,skipped
226,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
227,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
228,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
229,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
230,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
231,"Crutchfield, Jake W.","Kadete, Elechi M.","Nolan, Patricia M.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped
232,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
233,"Nolan, Patricia M.","Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
234,"Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Harding, Jr., Richard","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
235,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
236,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
237,"Harding, Jr., Richard","Bowman, Manikka L.","Crutchfield, Jake W.","Cronin, Fran Albin","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped
238,"Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
239,"Kelly, Kathleen M.","Cronin, Fran Albin","Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
240,"Nolan, Patricia M.","Cisternino, Pia","Dexter, Emily R.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
241,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
242,"Kadete, Elechi M.","Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
243,"Nolan, Patricia M.","Harding, Jr., Richard","Crutchfield, Jake W.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
244,"Bowman, Manikka L.","Harding, Jr., Richard","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
245,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Cisternino, Pia","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
246,"Dexter, Emily R.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
247,"Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.","Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped
248,"Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.","Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped
249,"Nolan, Patricia M.","Harding, Jr., Richard","Crutchfield, Jake W.","Bowman, Manikka L.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
250,"Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
251,"Crutchfield, Jake W.","Cronin, Fran Albin","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
252,"Kadete, Elechi M.","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
253,"Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
254,"Crutchfield, Jake W.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
255,"Nolan, Patricia M.","Kadete, Elechi M.","Bowman, Manikka L.","Cronin, Fran Albin","Crutchfield, Jake W.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped
256,"Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
257,"Crutchfield, Jake W.","Bowman, Manikka L.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
258,"Harding, Jr., Richard","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
259,"Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.","Kadete, Elechi M.",skipped
260,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
261,"Fantini, Alfred B.","Kelly, Kathleen M.","Harding, Jr., Richard","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
262,"Cisternino, Pia","Nolan, Patricia M.","Harding, Jr., Richard","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
263,"Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
264,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
265,"Weinstein, David J.","Harding, Jr., Richard","Bowman, Manikka L.","Cisternino, Pia","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
266,"Nolan, Patricia M.","Cisternino, Pia","Harding, Jr., Richard","Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
267,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
268,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
269,"Bowman, Manikka L.","Kadete, Elechi M.","Harding, Jr., Richard","Dexter, Emily R.","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
270,"Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
271,"Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
272,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
273,"Cronin, Fran Albin","Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Weinstein, David J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped
274,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
275,"Bowman, Manikka L.","Cronin, Fran Albin","Crutchfield, Jake W.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
276,"Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
277,"Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
278,"Harding, Jr., Richard","Kadete, Elechi M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
279,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
280,"Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
281,"Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
282,"Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
283,"Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Crutchfield, Jake W.","Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped
284,"Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
285,"Fantini, Alfred B.","Crutchfield, Jake W.","Kadete, Elechi M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
286,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
287,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
288,"Bowman, Manikka L.","Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
289,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
290,"Crutchfield, Jake W.","Dexter, Emily R.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
291,"Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
292,"Harding, Jr., Richard","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
293,"Crutchfield, Jake W.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
294,"Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
295,"Kadete, Elechi M.","Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.","Weinstein, David J."
296,"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
297,"Kelly, Kathleen M.","Crutchfield, Jake W.","Bowman, Manikka L.","Nolan, Patricia M.","Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
298,"Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran Albin","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
299,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
300,"Crutchfield, Jake W.","Cisternino, Pia","Cronin, Fran Albin","Kelly, Kathleen M.","Weinstein, David J.","Harding, Jr., Richard","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped
301,"Kadete, Elechi M.","Cronin, Fran Albin","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
302,"Kadete, Elechi M.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
303,"Kelly, Kathleen M.","Bowman, Manikka L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
304,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
305,"Bowman, Manikka L.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
306,"Crutchfield, Jake W.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
307,"Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
308,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
309,"Harding, Jr., Richard","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
310,"Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
311,"Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
312,"Fantini, Alfred B.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Weinstein, David J.","Cisternino, Pia","Nolan, Patricia M.","Bowman, Manikka L.","Kadete, Elechi M.","Dexter, Emily R."
313,"Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
314,"Crutchfield, Jake W.","Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
315,"Kadete, Elechi M.","Harding, Jr., Richard","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
316,"Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W."
317,"Crutchfield, Jake W.","Bowman, Manikka L.","Kadete, Elechi M.","Cronin, Fran Albin","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
