ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8
3551,"Harding, Richard, Jr.","Walser, Nancy",skipped,"Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped
3552,"Harding, Richard, Jr.","Grassi, Joseph G.","Nolan, Patricia M.","Walser, Nancy","Schuster, Luc","Lummis, Ben",skipped,skipped
3553,"McGovern, Marc C.","Nolan, Patricia M.","Walser, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,"Lummis, Ben",skipped
3554,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3555,"McGovern, Marc C.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped
3556,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3557,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3558,"Walser, Nancy","Nolan, Patricia M.","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped
3559,"Walser, Nancy","Nolan, Patricia M.","Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped
3560,"Grassi, Joseph G.","Walser, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc"
3561,"Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Walser, Nancy",skipped,skipped,skipped,skipped
3562,"Walser, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben","Nolan, Patricia M.","Schuster, Luc",skipped,skipped
3563,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3564,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3565,"Lummis, Ben","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3566,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3567,"Harding, Richard, Jr.","Walser, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3568,"Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
3569,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3570,"Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3571,"Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
3572,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3573,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3574,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3575,"Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3576,"Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Schuster, Luc",skipped,skipped,skipped
3577,"Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3578,"Grassi, Joseph G.","Lummis, Ben","Walser, Nancy","Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.","McGovern, Marc C."
3579,"McGovern, Marc C.","Lummis, Ben","Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr."
3580,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3581,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3582,"Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3583,"Nolan, Patricia M.","Schuster, Luc","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
3584,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3585,"McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3586,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben"
3587,"Lummis, Ben","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped
3588,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3589,"Harding, Richard, Jr.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
3590,"Walser, Nancy","Fantini, Alfred B.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.","Nolan, Patricia M.","Grassi, Joseph G.","Schuster, Luc"
3591,"Nolan, Patricia M.","Lummis, Ben","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc",skipped,skipped
3592,"Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped
3593,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3594,"Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
3595,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3596,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3597,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3598,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3599,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
3600,"Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Lummis, Ben","Schuster, Luc","Fantini, Alfred B.","Walser, Nancy","Grassi, Joseph G."
3601,"Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben","Schuster, Luc",skipped,skipped,skipped,skipped
3602,"Harding, Richard, Jr.","Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy",skipped,skipped,skipped,skipped
3603,"Harding, Richard, Jr.","McGovern, Marc C.","Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.","Lummis, Ben","Schuster, Luc","Walser, Nancy"
3604,"Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
3605,"Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C."
3606,"McGovern, Marc C.","Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
3607,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3608,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3609,"Harding, Richard, Jr.","Lummis, Ben","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3610,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3611,"McGovern, Marc C.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben","Nolan, Patricia M.",skipped,skipped,skipped
3612,"Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped,skipped
3613,"Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped
3614,"Harding, Richard, Jr.","Walser, Nancy","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
3615,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3616,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3617,"Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
3618,"Lummis, Ben","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
3619,"Grassi, Joseph G.","McGovern, Marc C.","Walser, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped
3620,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
3621,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3622,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped
3623,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3624,"Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3625,"Nolan, Patricia M.","Walser, Nancy","McGovern, Marc C.","Grassi, Joseph G.","Schuster, Luc","Lummis, Ben","Fantini, Alfred B.","Harding, Richard, Jr."
3626,"Lummis, Ben","Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr."
3627,"Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
3628,"Harding, Richard, Jr.","Schuster, Luc","Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M."
3629,"Fantini, Alfred B.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped
3630,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3631,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3632,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3633,"Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped,skipped
3634,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
3635,"Lummis, Ben","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
3636,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3637,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3638,"Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Grassi, Joseph G.","Lummis, Ben","Harding, Richard, Jr.","McGovern, Marc C.","Fantini, Alfred B."
3639,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Walser, Nancy","Harding, Richard, Jr.",skipped,"McGovern, Marc C.","Schuster, Luc"
3640,"Harding, Richard, Jr.","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
3641,"Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3642,"McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3643,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3644,"Lummis, Ben","Nolan, Patricia M.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
3645,"Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped
3646,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3647,"Lummis, Ben","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3648,"Schuster, Luc","Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
3649,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3650,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3651,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3652,"Walser, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3653,"McGovern, Marc C.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3654,"Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
3655,"Walser, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Lummis, Ben","Schuster, Luc",skipped,skipped,skipped
3656,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3657,"Walser, Nancy","Nolan, Patricia M.","Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc","Lummis, Ben","Harding, Richard, Jr.","McGovern, Marc C."
3658,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3659,"Walser, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3660,"Grassi, Joseph G.","Nolan, Patricia M.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
3661,"Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
3662,"Harding, Richard, Jr.","Grassi, Joseph G.","Walser, Nancy","McGovern, Marc C.","Fantini, Alfred B.","Lummis, Ben",skipped,skipped
3663,"Lummis, Ben","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped
3664,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3665,"McGovern, Marc C.","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3666,"Harding, Richard, Jr.","Walser, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3667,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3668,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3669,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc"
3670,"Lummis, Ben","Grassi, Joseph G.","Nolan, Patricia M.","Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy","Schuster, Luc",skipped
3671,"Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
3672,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3673,"Harding, Richard, Jr.","Walser, Nancy","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped
3674,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3675,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3676,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3677,"Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
3678,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3679,"Walser, Nancy","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben","Fantini, Alfred B.",skipped,skipped
3680,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped
3681,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3682,"McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3683,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3684,"Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
3685,"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
3686,"Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3687,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3688,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Walser, Nancy","Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Lummis, Ben"
3689,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3690,skipped,skipped,skipped,skipped,"Harding, Richard, Jr.",skipped,skipped,skipped
3691,"Grassi, Joseph G.","Harding, Richard, Jr.","Walser, Nancy","Fantini, Alfred B.","Lummis, Ben",skipped,skipped,skipped
3692,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3693,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3694,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3695,"Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G."
3696,"Harding, Richard, Jr.","Walser, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3697,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3698,"Harding, Richard, Jr.","Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
3699,"Walser, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3700,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3701,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3702,"Grassi, Joseph G.","Walser, Nancy","Fantini, Alfred B.","Lummis, Ben","Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.",skipped
3703,"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
3704,"Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
3705,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3706,"Schuster, Luc","Harding, Richard, Jr.","Walser, Nancy","Lummis, Ben","McGovern, Marc C.",skipped,skipped,skipped
3707,"Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr.","Fantini, Alfred B.","Walser, Nancy"
3708,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3709,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
3710,"Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
3711,"McGovern, Marc C.","Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Schuster, Luc"
3712,"McGovern, Marc C.","Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
3713,"Harding, Richard, Jr.","Nolan, Patricia M.","Grassi, Joseph G.","Schuster, Luc","Fantini, Alfred B.","McGovern, Marc C.","Lummis, Ben","Walser, Nancy"
3714,"Walser, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc"
3715,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3716,"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
3717,"Harding, Richard, Jr.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3718,"Harding, Richard, Jr.","McGovern, Marc C.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
3719,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3720,"Harding, Richard, Jr.","Grassi, Joseph G.","Nolan, Patricia M.","Walser, Nancy","Fantini, Alfred B.","Lummis, Ben",skipped,skipped
3721,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3722,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3723,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3724,"Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
3725,"Walser, Nancy","McGovern, Marc C.","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped,skipped
3726,"Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3727,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc","Walser, Nancy","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M."
3728,"Harding, Richard, Jr.","Grassi, Joseph G.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped
3729,"Grassi, Joseph G.","Walser, Nancy","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B."
3730,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3731,"Walser, Nancy","Lummis, Ben","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
3732,"Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
3733,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3734,"McGovern, Marc C.","Walser, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
3735,"Harding, Richard, Jr.","Walser, Nancy","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
3736,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3737,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3738,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3739,"Grassi, Joseph G.","Walser, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3740,"Walser, Nancy","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
3741,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3742,"Grassi, Joseph G.","Walser, Nancy","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
3743,"Harding, Richard, Jr.","Grassi, Joseph G.","Lummis, Ben","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped
3744,"Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3745,"Schuster, Luc","McGovern, Marc C.","Lummis, Ben","Grassi, Joseph G.","Harding, Richard, Jr.","Fantini, Alfred B.","Walser, Nancy","Nolan, Patricia M."
3746,"Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
3747,"McGovern, Marc C.","Harding, Richard, Jr.","Lummis, Ben","Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.","Walser, Nancy","Fantini, Alfred B."
3748,"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3749,"Lummis, Ben","Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
3750,"Grassi, Joseph G.","Schuster, Luc","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
3751,"Harding, Richard, Jr.","Nolan, Patricia M.","Walser, Nancy","McGovern, Marc C.","Lummis, Ben","Grassi, Joseph G.","Schuster, Luc","Fantini, Alfred B."
3752,"Walser, Nancy","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3753,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3754,"Harding, Richard, Jr.","Grassi, Joseph G.","McGovern, Marc C.","Walser, Nancy","Fantini, Alfred B.","Lummis, Ben","Nolan, Patricia M.","Schuster, Luc"
3755,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3756,"Nolan, Patricia M.","Lummis, Ben","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
3757,"Lummis, Ben","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
3758,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
3759,"Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
3760,"Harding, Richard, Jr.","Grassi, Joseph G.","Lummis, Ben",skipped,skipped,skipped,skipped,skipped
3761,"Lummis, Ben","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3762,"Lummis, Ben","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3763,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Lummis, Ben","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Walser, Nancy"
3764,"Grassi, Joseph G.","Harding, Richard, Jr.","Lummis, Ben","Walser, Nancy","Fantini, Alfred B.","Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C."
3765,"Nolan, Patricia M.","Walser, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
3766,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3767,"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
3768,"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Walser, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Lummis, Ben",skipped
3769,skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Walser, Nancy"
3770,"Walser, Nancy","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped
3771,"Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
3772,"Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
3773,"Harding, Richard, Jr.","Grassi, Joseph G.","McGovern, Marc C.","Lummis, Ben","Fantini, Alfred B.","Walser, Nancy","Nolan, Patricia M.","Schuster, Luc"
3774,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
3775,"Lummis, Ben","McGovern, Marc C.","Walser, Nancy","Fantini, Alfred B.","Schuster, Luc",skipped,skipped,skipped
3776,"Schuster, Luc","McGovern, Marc C.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
3777,"Fantini, Alfred B.","Grassi, Joseph G.","Walser, Nancy","Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Lummis, Ben","Harding, Richard, Jr."
3778,"Harding, Richard, Jr.","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
3779,"Fantini, Alfred B.","Walser, Nancy","Lummis, Ben","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
3780,"Walser, Nancy","Lummis, Ben","Harding, Richard, Jr.","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped
3781,"Lummis, Ben","Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.","Walser, Nancy","McGovern, Marc C.",skipped,skipped
3782,"Nolan, Patricia M.","Lummis, Ben","McGovern, Marc C.","Schuster, Luc","Walser, Nancy",skipped,skipped,skipped
3783,"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Lummis, Ben",skipped,skipped
3784,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
