ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19
6621,"Sullivan, Michael A.","Davis, Henrietta","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6622,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6623,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Decker, Marjorie C.","Sullivan, Michael A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6624,"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6625,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6626,"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6627,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6628,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6629,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6630,"Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6631,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Murphy, Brian","Simmons, Denise","Hall, Robert L.","Galluccio, Anthony D.","Maher, David P.","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6632,"Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Davis, Henrietta","Hall, Robert L.","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6633,"Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6634,overvote,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6635,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6636,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6637,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6638,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6639,"Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.","King, Ethridge A.","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6640,"Jens, Steven E.","Toomey, Timothy J., Jr.","Condit, James E., III","Galluccio, Anthony D.","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6641,"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6642,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6643,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Simmons, Denise","Maher, David P.","King, Ethridge A.","Decker, Marjorie C.","Dixon, Vincent Lawrence",skipped,"Hall, Robert L.","Horowitz, Jacob","Iskovitz, Steve","Jens, Steven E.","Murphy, Brian","Peixoto, Helder","Pitkin, John",skipped,skipped
6644,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6645,"Murphy, Brian","Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Michael A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6646,"Maher, David P.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6647,"Simmons, Denise","Toomey, Timothy J., Jr.","Horowitz, Jacob","King, Ethridge A.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6648,"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6649,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6650,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6651,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6652,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6653,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6654,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","King, Ethridge A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6655,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6656,"Sullivan, Michael A.","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6657,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Peixoto, Helder","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6658,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6659,"Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6660,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6661,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6662,"Galluccio, Anthony D.","Iskovitz, Steve","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6663,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6664,"Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Simmons, Denise","Toomey, Timothy J., Jr.","Williamson, James M.","Condit, James E., III","Sullivan, Michael A.","Reeves, Kenneth E.","Pitkin, John","Peixoto, Helder","Murphy, Brian","Maher, David P.","King, Ethridge A.","Jens, Steven E.","Iskovitz, Steve","Horowitz, Jacob","Hall, Robert L.","Dixon, Vincent Lawrence"
6665,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6666,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6667,"Maher, David P.","Sullivan, Michael A.","Reeves, Kenneth E.","Galluccio, Anthony D.","Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6668,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Peixoto, Helder","Horowitz, Jacob","Iskovitz, Steve","Maher, David P.","Murphy, Brian","Pitkin, John","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6669,"Simmons, Denise","Sullivan, Michael A.","Murphy, Brian","Horowitz, Jacob","Davis, Henrietta","Williamson, James M.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6670,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6671,"Reeves, Kenneth E.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6672,"Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6673,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6674,"Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6675,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Davis, Henrietta","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Peixoto, Helder","King, Ethridge A.","Simmons, Denise","Condit, James E., III","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6676,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6677,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6678,"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6679,"Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6680,"Jens, Steven E.","Galluccio, Anthony D.","Condit, James E., III","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6681,"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6682,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6683,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6684,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Davis, Henrietta","Hall, Robert L.","Maher, David P.","Pitkin, John","Reeves, Kenneth E.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6685,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6686,"Sullivan, Michael A.","Simmons, Denise","Reeves, Kenneth E.","Murphy, Brian","King, Ethridge A.",skipped,"Condit, James E., III","Dixon, Vincent Lawrence","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6687,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Murphy, Brian","Toomey, Timothy J., Jr.","King, Ethridge A.","Jens, Steven E.","Williamson, James M.","Dixon, Vincent Lawrence","Simmons, Denise","Reeves, Kenneth E.","Peixoto, Helder","Pitkin, John","Condit, James E., III","Davis, Henrietta",skipped,"Hall, Robert L.","Horowitz, Jacob","Decker, Marjorie C."
6688,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6689,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,"Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,overvote,skipped,skipped,skipped,skipped,skipped,"Reeves, Kenneth E."
6690,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,"Reeves, Kenneth E."
6691,"Galluccio, Anthony D.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6692,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6693,"Toomey, Timothy J., Jr.","Maher, David P.","Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6694,"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6695,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6696,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6697,"Toomey, Timothy J., Jr.","King, Ethridge A.","Sullivan, Michael A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6698,"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6699,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6700,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6701,"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6702,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6703,"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6704,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6705,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6706,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6707,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6708,"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Williamson, James M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
