ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
2284,"Ward, Larry W.","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2285,"Ward, Larry W.","Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2286,"Davis, Henrietta","Kelley, Craig A.","Decker, Marjorie C.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2287,"Simmons, E. Denise","Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.","Kelley, Craig A.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2288,"Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,"Simmons, E. Denise","Ward, Larry W.","Cheung, Leland","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2289,"Davis, Henrietta","Ward, Larry W.","Simmons, E. Denise","Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2290,"Davis, Henrietta","Ward, Larry W.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2291,"Sullivan, Edward J.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2292,"Simmons, E. Denise","Toomey, Jr., Timothy J.","Sullivan, Edward J.","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2293,"Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Ward, Larry W.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2294,"Toomey, Jr., Timothy J.","Davis, Henrietta","Flanagan, Mark F.","Kelley, Craig A.","Maher, David P.","Seidel, Sam","Sullivan, Edward J.","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.","Podgers, Kathy","Leavitt, Neal W.","Decker, Marjorie C.","Ward, Larry W.","Moree, Gregg J.","Glick, Silvia P.",skipped,skipped,skipped,skipped,skipped
2295,"Simmons, E. Denise","Reeves, Kenneth E.","Cheung, Leland","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2296,"Simmons, E. Denise","Ward, Larry W.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2297,"Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2298,"Simmons, E. Denise","Davis, Henrietta","Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2299,"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2300,"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2301,"Davis, Henrietta","Cheung, Leland","Glick, Silvia P.","Decker, Marjorie C.","Ward, Larry W.","Seidel, Sam","Kelley, Craig A.","Maher, David P.","Simmons, E. Denise","Toomey, Jr., Timothy J.","Stohlman, Jr., Thomas J.","Podgers, Kathy","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2302,"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2303,"Simmons, E. Denise","Decker, Marjorie C.","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2304,"Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Glick, Silvia P.","Reeves, Kenneth E.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2305,"Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Seidel, Sam","Kelley, Craig A.","Cheung, Leland","Simmons, E. Denise","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Glick, Silvia P.","Maher, David P.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2306,"Simmons, E. Denise","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Ward, Larry W.","Seidel, Sam","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2307,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2308,"Decker, Marjorie C.","Sullivan, Edward J.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2309,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Kelley, Craig A.","Ward, Larry W.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2310,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2311,"Simmons, E. Denise","Davis, Henrietta","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2312,"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Ward, Larry W.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2313,"Davis, Henrietta","vanBeuzekom, Minka Y.","Kelley, Craig A.","Simmons, E. Denise","Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.","Toomey, Jr., Timothy J.","Leavitt, Neal W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2314,"Leavitt, Neal W.","Davis, Henrietta","Ward, Larry W.","vanBeuzekom, Minka Y.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2315,"Davis, Henrietta","Toomey, Jr., Timothy J.","Simmons, E. Denise","Reeves, Kenneth E.","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2316,"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2317,"Davis, Henrietta","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Toomey, Jr., Timothy J.","Decker, Marjorie C.","Ward, Larry W.","Moree, Gregg J.","Maher, David P.",skipped,"Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2318,"Seidel, Sam","Decker, Marjorie C.","Ward, Larry W.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2319,"Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Ward, Larry W.","Cheung, Leland","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2320,"Davis, Henrietta","Seidel, Sam","Kelley, Craig A.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2321,"Davis, Henrietta","Seidel, Sam","Decker, Marjorie C.","vanBeuzekom, Minka Y.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2322,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2323,"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2324,"Toomey, Jr., Timothy J.","Kelley, Craig A.","Marquardt, Charles J.","Cheung, Leland","Glick, Silvia P.","Leavitt, Neal W.","Maher, David P.","Sullivan, Edward J.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2325,overvote,overvote,"Toomey, Jr., Timothy J.",overvote,"Ward, Larry W.",overvote,overvote,"Adkins, Lawrence J.","Cheung, Leland",overvote,skipped,"Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2326,Write-In 2,"Kelley, Craig A.","Cheung, Leland","Davis, Henrietta","Reeves, Kenneth E.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2327,"Leavitt, Neal W.","Kelley, Craig A.","Cheung, Leland","Stohlman, Jr., Thomas J.","Podgers, Kathy","Williamson, James M.","vanBeuzekom, Minka Y.","Seidel, Sam","Davis, Henrietta","Glick, Silvia P.","Marquardt, Charles J.","Ward, Larry W.",Write-In 2,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2328,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Flanagan, Mark F.","Kelley, Craig A.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2329,"Decker, Marjorie C.","Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2330,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Kelley, Craig A.","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2331,"Davis, Henrietta","Ward, Larry W.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2332,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Kelley, Craig A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2333,"Decker, Marjorie C.","Seidel, Sam","vanBeuzekom, Minka Y.","Toomey, Jr., Timothy J.","Ward, Larry W.","Davis, Henrietta","Kelley, Craig A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2334,"Decker, Marjorie C.","Cheung, Leland","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2335,"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","vanBeuzekom, Minka Y.","Davis, Henrietta","Ward, Larry W.","Marquardt, Charles J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2336,"Davis, Henrietta","Decker, Marjorie C.","Stohlman, Jr., Thomas J.","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2337,"Davis, Henrietta","Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2338,"Davis, Henrietta","Seidel, Sam","Ward, Larry W.","Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2339,"Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2340,"Davis, Henrietta","Decker, Marjorie C.","vanBeuzekom, Minka Y.","Simmons, E. Denise","Leavitt, Neal W.","Stohlman, Jr., Thomas J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2341,"Decker, Marjorie C.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2342,"Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2343,"Decker, Marjorie C.","Kelley, Craig A.","Davis, Henrietta","Seidel, Sam","Ward, Larry W.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2344,"Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta","Ward, Larry W.","Maher, David P.","Seidel, Sam","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2345,"Decker, Marjorie C.","Seidel, Sam","Davis, Henrietta","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2346,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2347,"Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.","Podgers, Kathy","Seidel, Sam","Stohlman, Jr., Thomas J.","Sullivan, Edward J.","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Adkins, Lawrence J.","Cheung, Leland","Davis, Henrietta","Moree, Gregg J.","Marquardt, Charles J.","Maher, David P.","Leavitt, Neal W.","Kelley, Craig A.","Glick, Silvia P."
2348,"Decker, Marjorie C.","vanBeuzekom, Minka Y.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2349,"Decker, Marjorie C.","Simmons, E. Denise","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2350,"Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta","Ward, Larry W.","Seidel, Sam","Toomey, Jr., Timothy J.","Reeves, Kenneth E.","Cheung, Leland","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2351,"Kelley, Craig A.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Maher, David P.","Decker, Marjorie C.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2352,"Seidel, Sam","Ward, Larry W.","vanBeuzekom, Minka Y.","Davis, Henrietta","Simmons, E. Denise","Kelley, Craig A.","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.","Toomey, Jr., Timothy J.","Williamson, James M.","Podgers, Kathy","Stohlman, Jr., Thomas J.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped
2353,"Seidel, Sam","Simmons, E. Denise","Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2354,"Marquardt, Charles J.","Maher, David P.","Decker, Marjorie C.","Ward, Larry W.","Cheung, Leland","Glick, Silvia P.","Sullivan, Edward J.","Stohlman, Jr., Thomas J.","Leavitt, Neal W.","Flanagan, Mark F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2355,"Seidel, Sam","Simmons, E. Denise","vanBeuzekom, Minka Y.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2356,"Seidel, Sam","Simmons, E. Denise","vanBeuzekom, Minka Y.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2357,"Ward, Larry W.","Decker, Marjorie C.","vanBeuzekom, Minka Y.","Davis, Henrietta","Kelley, Craig A.","Simmons, E. Denise","Cheung, Leland","Seidel, Sam","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2358,"Simmons, E. Denise","vanBeuzekom, Minka Y.","Ward, Larry W.","Decker, Marjorie C.","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2359,"Kelley, Craig A.","Cheung, Leland","Seidel, Sam","Maher, David P.","vanBeuzekom, Minka Y.","Williamson, James M.","Marquardt, Charles J.","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2360,"Simmons, E. Denise","Seidel, Sam","Decker, Marjorie C.","vanBeuzekom, Minka Y.","Glick, Silvia P.","Ward, Larry W.","Leavitt, Neal W.","Toomey, Jr., Timothy J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2361,"vanBeuzekom, Minka Y.","Decker, Marjorie C.","Ward, Larry W.","Simmons, E. Denise","Reeves, Kenneth E.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2362,"Ward, Larry W.","vanBeuzekom, Minka Y.","Simmons, E. Denise","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2363,"Ward, Larry W.","Decker, Marjorie C.","Cheung, Leland","Seidel, Sam","Williamson, James M.","Flanagan, Mark F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2364,"Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Kelley, Craig A.","vanBeuzekom, Minka Y.","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2365,"Cheung, Leland","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2366,"Cheung, Leland","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Toomey, Jr., Timothy J.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2367,"vanBeuzekom, Minka Y.","Seidel, Sam","Decker, Marjorie C.","Stohlman, Jr., Thomas J.","Sullivan, Edward J.","Toomey, Jr., Timothy J.","Ward, Larry W.","Williamson, James M.","Adkins, Lawrence J.","Cheung, Leland","Davis, Henrietta","Flanagan, Mark F.","Glick, Silvia P.","Kelley, Craig A.","Leavitt, Neal W.","Maher, David P.","Marquardt, Charles J.","Moree, Gregg J.",skipped,skipped
2368,"Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2369,"Seidel, Sam","Davis, Henrietta","vanBeuzekom, Minka Y.","Simmons, E. Denise","Ward, Larry W.","Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2370,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2371,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","vanBeuzekom, Minka Y.","Reeves, Kenneth E.","Williamson, James M.","Seidel, Sam","Marquardt, Charles J.","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2372,"Davis, Henrietta","Seidel, Sam","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Ward, Larry W.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2373,"Ward, Larry W.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Cheung, Leland","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2374,"Simmons, E. Denise","Davis, Henrietta","Toomey, Jr., Timothy J.","Seidel, Sam","Decker, Marjorie C.","Ward, Larry W.","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2375,"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta",overvote,"Simmons, E. Denise",skipped,"Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2376,"Marquardt, Charles J.","Stohlman, Jr., Thomas J.","Maher, David P.","Leavitt, Neal W.","Flanagan, Mark F.","Ward, Larry W.","Decker, Marjorie C.","Podgers, Kathy","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2377,"Decker, Marjorie C.","vanBeuzekom, Minka Y.","Ward, Larry W.","Davis, Henrietta","Glick, Silvia P.","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2378,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Cheung, Leland","Simmons, E. Denise","Maher, David P.","Ward, Larry W.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2379,"Decker, Marjorie C.","Davis, Henrietta","Toomey, Jr., Timothy J.","Kelley, Craig A.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2380,"Decker, Marjorie C.","Davis, Henrietta","Toomey, Jr., Timothy J.","Kelley, Craig A.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2381,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2382,"Decker, Marjorie C.","Cheung, Leland","Sullivan, Edward J.","Glick, Silvia P.","Leavitt, Neal W.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2383,"Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2384,"Simmons, E. Denise","Seidel, Sam","Reeves, Kenneth E.","Ward, Larry W.","Davis, Henrietta","Kelley, Craig A.","Toomey, Jr., Timothy J.","Williamson, James M.","Maher, David P.","Cheung, Leland","vanBeuzekom, Minka Y.","Flanagan, Mark F.","Adkins, Lawrence J.","Glick, Silvia P.","Podgers, Kathy","Leavitt, Neal W.","Marquardt, Charles J.","Moree, Gregg J.","Stohlman, Jr., Thomas J.","Decker, Marjorie C."
2385,"Davis, Henrietta","Decker, Marjorie C.","Toomey, Jr., Timothy J.","Maher, David P.","Seidel, Sam","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2386,"Simmons, E. Denise","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2387,"Reeves, Kenneth E.","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Seidel, Sam","Davis, Henrietta","Kelley, Craig A.","vanBeuzekom, Minka Y.","Maher, David P.","Decker, Marjorie C.","Cheung, Leland","Adkins, Lawrence J.","Glick, Silvia P.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
2388,"Simmons, E. Denise","Davis, Henrietta","Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
