raceID,candidate,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote,round_24_vote,round_25_vote,round_26_vote,round_27_vote,round_28_vote,round_29_vote,round_30_vote,round_31_vote,round_32_vote,round_33_vote,round_34_vote,round_35_vote
SanFrancisco__2007__Mayor__SanFranciscoMayor2007,Wilma Pang,,1.0,7381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__AssessorTreasurer__PierceCountyAssessorTreasurer2008,Terry Lee,,5.0,50278.0,50309.0,53696.0,58523.0,70209.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__AssessorTreasurer__PierceCountyAssessorTreasurer2008,Beverly Davidson,,3.0,27340.0,27364.0,29248.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__AssessorTreasurer__PierceCountyAssessorTreasurer2008,Bernardo Tuma,,2.0,18205.0,18221.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__AssessorTreasurer__PierceCountyAssessorTreasurer2008,Barbara Gelman,,6.0,49874.0,49897.0,52131.0,60007.0,73647.0,91067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__AssessorTreasurer__PierceCountyAssessorTreasurer2008,Dale Washam,6.0,,65676.0,65706.0,68337.0,71998.0,82490.0,98366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__AssessorTreasurer__PierceCountyAssessorTreasurer2008,writeIns,,1.0,1051.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__AssessorTreasurer__PierceCountyAssessorTreasurer2008,Jan Shabro,,4.0,50023.0,50036.0,53580.0,58247.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__CouncilDistrict2__PierceCountyCouncilDistrict22008,writeIns,,1.0,65.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__CouncilDistrict2__PierceCountyCouncilDistrict22008,Joyce McDonald,3.0,,19967.0,19972.0,21078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__CouncilDistrict2__PierceCountyCouncilDistrict22008,Carolyn Merrival,,2.0,7651.0,7659.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__CouncilDistrict2__PierceCountyCouncilDistrict22008,Al Rose,,3.0,12317.0,12325.0,17064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__Executive__PierceCountyExecutive2008,Shawn Bunney,,4.0,105057.0,105101.0,118690.0,132292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__Executive__PierceCountyExecutive2008,Pat McCarthy,4.0,,79235.0,79255.0,92208.0,136346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__Executive__PierceCountyExecutive2008,Mike Lonergan,,2.0,45330.0,45378.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__Executive__PierceCountyExecutive2008,writeIns,,1.0,458.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2008__Executive__PierceCountyExecutive2008,Calvin Goings,,3.0,69052.0,69074.0,77427.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,ERIC MAR,9.0,,11649.0,11652.0,11685.0,11714.0,11770.0,11884.0,11964.0,12156.0,13152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,ALICIA WANG,,8.0,4218.0,4218.0,4248.0,4281.0,4341.0,4414.0,4510.0,4706.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,JASON JUNGREIS,,5.0,614.0,614.0,631.0,655.0,691.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,GEORGE FLAMIK,,3.0,325.0,325.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,NICHOLAS C. BELLONI,,6.0,537.0,537.0,597.0,638.0,702.0,773.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,SHERMAN R. D''SILVA,,2.0,257.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,FIDEL CHRYS GAKUBA,,4.0,363.0,363.0,380.0,417.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,SUE LEE,,9.0,9753.0,9754.0,9777.0,9815.0,9906.0,10062.0,10207.0,10396.0,12805.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,writeIns,,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict1__SanFranciscoBoardofSupervisorsDistrict12008,BRIAN J. LARKIN,,7.0,998.0,1000.0,1024.0,1117.0,1166.0,1296.0,1449.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,A. JACKSON MATTESON,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,JULIO RAMOS,,7.0,3646.0,3646.0,3646.0,3681.0,3800.0,3884.0,4321.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,RANDY KNOX,,6.0,2337.0,2337.0,2337.0,2408.0,2428.0,2487.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,AHSHA SAFAI,,9.0,5965.0,5965.0,5965.0,6027.0,6100.0,6190.0,6727.0,7611.0,9092.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,MYRNA LIM,,8.0,4462.0,4463.0,4465.0,4511.0,4555.0,4678.0,5053.0,5929.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,writeIns,,2.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,ELI M. HORN,,3.0,394.0,394.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,ADRIAN BERMUDEZ,,4.0,415.0,415.0,415.0,429.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,MARY GOODNATURE,,5.0,459.0,459.0,459.0,480.0,510.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict11__SanFranciscoBoardofSupervisorsDistrict112008,JOHN AVALOS,9.0,,6964.0,6964.0,6965.0,7012.0,7074.0,7124.0,7625.0,8887.0,10225.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,MARK QUESSEY,,2.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,"JOSEPH ALIOTO, JR.",,9.0,6285.0,6285.0,6309.0,6400.0,6655.0,7113.0,7423.0,8175.0,9293.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,DAVID CHIU,9.0,,10270.0,10274.0,10307.0,10512.0,10800.0,10919.0,11146.0,12348.0,13582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,WILMA PANG,,3.0,952.0,952.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,DENISE MCCARTHY,,8.0,3172.0,3174.0,3203.0,3341.0,3572.0,3715.0,4227.0,4633.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,writeIns,,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,LYNN JEFFERSON,,6.0,1235.0,1236.0,1257.0,1365.0,1471.0,1650.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,TONY GANTNER,,4.0,1195.0,1196.0,1205.0,1235.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,CLAUDINE CHENG,,7.0,2515.0,2515.0,2520.0,2779.0,2886.0,3027.0,3223.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict3__SanFranciscoBoardofSupervisorsDistrict32008,MIKE DENUNZIO,,5.0,1335.0,1335.0,1356.0,1386.0,1466.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict4__SanFranciscoBoardofSupervisorsDistrict42008,RON DUDUM,,1.0,10346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict4__SanFranciscoBoardofSupervisorsDistrict42008,DAVE FERGUSON,,1.0,3635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict4__SanFranciscoBoardofSupervisorsDistrict42008,CARMEN CHU,1.0,,15405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict4__SanFranciscoBoardofSupervisorsDistrict42008,writeIns,,1.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict5__SanFranciscoBoardofSupervisorsDistrict52008,OWEN P. O''DONNELL,,1.0,5993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict5__SanFranciscoBoardofSupervisorsDistrict52008,ROSS MIRKARIMI,1.0,,27564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict5__SanFranciscoBoardofSupervisorsDistrict52008,ROB ANDERSON,,1.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict5__SanFranciscoBoardofSupervisorsDistrict52008,writeIns,,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict7__SanFranciscoBoardofSupervisorsDistrict72008,SEAN R. ELSBERND,1.0,,22105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict7__SanFranciscoBoardofSupervisorsDistrict72008,writeIns,,1.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict7__SanFranciscoBoardofSupervisorsDistrict72008,BILLY BOB WHITMER,,1.0,2994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict7__SanFranciscoBoardofSupervisorsDistrict72008,JULIAN P. LAGOS,,1.0,5854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,VERN MATHEWS,,2.0,469.0,470.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,MARK SANCHEZ,,7.0,7648.0,7648.0,7728.0,7883.0,8015.0,8623.0,10837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,TOM VALTIN,,3.0,862.0,862.0,916.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,writeIns,,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,EVA ROYALE,,5.0,1842.0,1842.0,1911.0,2038.0,2253.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,DAVID CAMPOS,7.0,,9468.0,9472.0,9515.0,9761.0,9924.0,10387.0,12637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,ERIC STOREY,,4.0,806.0,806.0,926.0,1047.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2008__BoardofSupervisorsDistrict9__SanFranciscoBoardofSupervisorsDistrict92008,ERIC QUEZADA,,6.0,5352.0,5355.0,5382.0,5506.0,5602.0,5964.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington__2009__Mayor__BurlingtonMayor2009,James Simpson,,1.0,35.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington__2009__Mayor__BurlingtonMayor2009,Andy Montroll,,4.0,2063.0,2067.0,2080.0,2554.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington__2009__Mayor__BurlingtonMayor2009,Write-in,,2.0,36.0,37.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington__2009__Mayor__BurlingtonMayor2009,Bob Kiss,5.0,,2585.0,2599.0,2605.0,2981.0,4313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington__2009__Mayor__BurlingtonMayor2009,Dan Smith,,3.0,1306.0,1315.0,1317.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington__2009__Mayor__BurlingtonMayor2009,Kurt Wright,,5.0,2951.0,2955.0,2960.0,3294.0,4060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2009__Auditor__PierceCountyAuditor2009,writeIns,,1.0,578.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2009__Auditor__PierceCountyAuditor2009,Will Baker,,2.0,12978.0,13010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2009__Auditor__PierceCountyAuditor2009,Jan Shabro,,2.0,63338.0,63373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierceCounty__2009__Auditor__PierceCountyAuditor2009,Julie Anderson,2.0,,76634.0,76699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__BOE__MinneapolisBOE2009,James Elliot Swartwood,,3.0,975.0,1160.7062433988958,1164.0668380462723,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__BOE__MinneapolisBOE2009,DeWayne Townsend,,5.0,2323.0,3231.698511388772,3236.419700683525,3364.7431099420096,3674.3378768856737,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__BOE__MinneapolisBOE2009,Carol Becker,1.0,,16727.0,10695.333333333332,10695.333333333332,10695.333333333332,10695.333333333332,10695.333333333332,10695.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__BOE__MinneapolisBOE2009,Phil Willkie,,6.0,2950.0,3527.3120304497716,3533.0332197445246,3732.568521950539,4098.609393993742,4639.575855403439,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__BOE__MinneapolisBOE2009,writeIns,,2.0,226.0,242.58735377931885,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__BOE__MinneapolisBOE2009,David Wheeler,7.0,,6107.0,7239.988382056953,7245.34897670433,7490.371256053088,8107.7652697236,8833.716864948885,9817.148024152566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__BOE__MinneapolisBOE2009,R. Michael Martens,,4.0,2778.0,3120.9255096550487,3123.9255096550487,3273.5277296187796,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Dick Franson,,1.0,1579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Joey Lombard,,1.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Al Flowers,,1.0,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Christopher Clark,,1.0,1337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Tom Fiske,,1.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,James R. Everett,,1.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Phil Willkie,,1.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,writeIns,,1.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,R.T. Rybak,1.0,,33234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Papa John Kolstad,,1.0,4953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Bob Carney Jr.,,1.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__Mayor__MinneapolisMayor2009,Bill McGaughey,,1.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,Annie Young,8.0,,6941.0,6948.0,7062.0,7490.0,7741.0,8371.0,8398.828036231107,10407.919873512701,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,John Erwin,8.0,,6376.0,6380.0,6514.0,6635.0,6841.0,7733.0,7748.552524386322,9501.280415907384,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,Nancy Bernard,,3.0,2024.0,2028.0,2125.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,Bob Fine,6.0,,8089.0,8094.0,8193.0,8363.0,8708.0,9329.0,9163.75,9163.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,Phil Willkie,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,John Butler,,2.0,1114.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,writeIns,,1.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,Tom Nordyke,,5.0,3716.0,3718.0,3787.0,3885.0,4118.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,Mary Merrill Anderson,,7.0,5394.0,5397.0,5470.0,5913.0,6096.0,6810.0,6835.684692893128,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkAtLarge__MinneapolisParkAtLarge2009,David Wahstedt,,4.0,2807.0,2809.0,2888.0,2991.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict1__MinneapolisParkDistrict12009,writeIns,,1.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict1__MinneapolisParkDistrict12009,John Malone,,1.0,565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict1__MinneapolisParkDistrict12009,Liz Wielinski,1.0,,4335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict1__MinneapolisParkDistrict12009,Bernie Kunza,,1.0,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict2__MinneapolisParkDistrict22009,Jon Olson,1.0,,2874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict2__MinneapolisParkDistrict22009,writeIns,,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict2__MinneapolisParkDistrict22009,Michael Guest,,1.0,2183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict3__MinneapolisParkDistrict32009,Scott Vreeland,1.0,,3430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict3__MinneapolisParkDistrict32009,writeIns,,1.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict3__MinneapolisParkDistrict32009,Mike Wendorf,,1.0,1239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict4__MinneapolisParkDistrict42009,writeIns,,1.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict4__MinneapolisParkDistrict42009,Anita Tabb,1.0,,5012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict5__MinneapolisParkDistrict52009,McClain Looney,,2.0,151.0,151.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict5__MinneapolisParkDistrict52009,Jason Stone,,5.0,2788.0,2790.0,2814.0,2882.0,3271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict5__MinneapolisParkDistrict52009,Steve Barland,,4.0,1541.0,1541.0,1556.0,1622.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict5__MinneapolisParkDistrict52009,writeIns,,1.0,35.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict5__MinneapolisParkDistrict52009,Carol Kummer,5.0,,2964.0,2965.0,2994.0,3083.0,3620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict5__MinneapolisParkDistrict52009,Dan W. Peterson,,3.0,369.0,369.0,391.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict6__MinneapolisParkDistrict62009,Meg Forney,,4.0,3040.0,3040.0,3121.0,3506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict6__MinneapolisParkDistrict62009,Brad Bourn,4.0,,4023.0,4025.0,4069.0,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict6__MinneapolisParkDistrict62009,writeIns,,1.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict6__MinneapolisParkDistrict62009,Geneva Hanvik,,2.0,277.0,277.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis__2009__ParkDistrict6__MinneapolisParkDistrict62009,Steven Jecha,,3.0,978.0,979.0,1015.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
